scrape_time_utc,event_id,home_team,away_team,bookmaker,player,side,line,american_odds,implied_probability
2026-05-25T22:29:04.260725+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Landry Shamet,Over,5.5,-130,0.5652173913043478
2026-05-25T22:29:04.260730+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Landry Shamet,Under,5.5,-105,0.5121951219512195
2026-05-25T22:29:04.260734+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Miles McBride,Over,5.5,-106,0.5145631067961165
2026-05-25T22:29:04.260739+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Miles McBride,Under,5.5,-129,0.5633187772925764
2026-05-25T22:29:04.260744+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Over,17.5,-127,0.5594713656387665
2026-05-25T22:29:04.260749+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Under,17.5,-108,0.5192307692307693
2026-05-25T22:29:04.260754+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Over,27.5,-103,0.5073891625615764
2026-05-25T22:29:04.260758+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Under,27.5,-134,0.5726495726495726
2026-05-25T22:29:04.260762+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Over,18.5,-109,0.5215311004784688
2026-05-25T22:29:04.260767+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Under,18.5,-125,0.5555555555555556
2026-05-25T22:29:04.260771+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mitchell Robinson,Over,3.5,-118,0.5412844036697247
2026-05-25T22:29:04.260775+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mitchell Robinson,Under,3.5,-115,0.5348837209302325
2026-05-25T22:29:04.260780+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Max Strus,Over,10.5,107,0.4830917874396135
2026-05-25T22:29:04.260784+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Max Strus,Under,10.5,-143,0.588477366255144
2026-05-25T22:29:04.260789+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Over,28.5,115,0.46511627906976744
2026-05-25T22:29:04.260793+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Under,28.5,-157,0.6108949416342413
2026-05-25T22:29:04.260797+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Over,25.5,-159,0.6138996138996139
2026-05-25T22:29:04.260802+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Under,25.5,115,0.46511627906976744
2026-05-25T22:29:04.260807+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Over,18.5,102,0.49504950495049505
2026-05-25T22:29:04.260811+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Under,18.5,-139,0.5815899581589958
2026-05-25T22:29:04.260816+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Over,15.5,112,0.4716981132075472
2026-05-25T22:29:04.260821+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Under,15.5,-152,0.6031746031746031
2026-05-25T22:29:04.260825+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Max Strus,Over,9.5,-122,0.5495495495495496
2026-05-25T22:29:04.260830+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Max Strus,Under,9.5,-112,0.5283018867924528
2026-05-25T22:29:04.260835+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Miles McBride,Over,4.5,-157,0.6108949416342413
2026-05-25T22:29:04.260840+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Miles McBride,Under,4.5,115,0.46511627906976744
2026-05-25T22:29:04.260845+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Over,16.5,-167,0.6254681647940075
2026-05-25T22:29:04.260850+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Karl-Anthony Towns,Under,16.5,120,0.45454545454545453
2026-05-25T22:29:04.260854+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Over,16.5,115,0.46511627906976744
2026-05-25T22:29:04.260861+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Under,16.5,-159,0.6138996138996139
2026-05-25T22:29:04.260865+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Over,13.5,110,0.47619047619047616
2026-05-25T22:29:04.260870+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Under,13.5,-150,0.6
2026-05-25T22:29:04.260874+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jarrett Allen,Over,13.5,110,0.47619047619047616
2026-05-25T22:29:04.260879+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jarrett Allen,Under,13.5,-150,0.6
2026-05-25T22:29:04.260883+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Over,19.5,117,0.4608294930875576
2026-05-25T22:29:04.260887+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Under,19.5,-162,0.6183206106870229
2026-05-25T22:29:04.260893+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Over,11.5,-167,0.6254681647940075
2026-05-25T22:29:04.260898+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Under,11.5,120,0.45454545454545453
2026-05-25T22:29:04.260903+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Over,14.5,-118,0.5412844036697247
2026-05-25T22:29:04.260908+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Under,14.5,-115,0.5348837209302325
2026-05-25T22:29:04.260912+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Over,28.5,120,0.45454545454545453
2026-05-25T22:29:04.260917+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Under,28.5,-167,0.6254681647940075
2026-05-25T22:29:04.260922+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Over,25.5,-165,0.6226415094339622
2026-05-25T22:29:04.260927+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Under,25.5,118,0.45871559633027525
2026-05-25T22:29:04.260932+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Evan Mobley,Over,17.5,104,0.49019607843137253
2026-05-25T22:29:04.260936+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Evan Mobley,Under,17.5,-141,0.5850622406639004
2026-05-25T22:29:04.260941+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Over,14.5,-150,0.6
2026-05-25T22:29:04.260953+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Under,14.5,110,0.47619047619047616
2026-05-25T22:29:04.260958+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Over,26.5,-125,0.5555555555555556
2026-05-25T22:29:04.260968+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jalen Brunson,Under,26.5,-109,0.5215311004784688
2026-05-25T22:29:04.260973+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mitchell Robinson,Over,2.5,-148,0.5967741935483871
2026-05-25T22:29:04.260978+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mitchell Robinson,Under,2.5,108,0.4807692307692308
2026-05-25T22:29:04.260986+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Over,12.5,-122,0.5495495495495496
2026-05-25T22:29:04.260991+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Josh Hart,Under,12.5,-112,0.5283018867924528
2026-05-25T22:29:04.260995+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jarrett Allen,Over,12.5,-117,0.5391705069124424
2026-05-25T22:29:04.261000+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Jarrett Allen,Under,12.5,-117,0.5391705069124424
2026-05-25T22:29:04.261005+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Over,13.5,-162,0.6183206106870229
2026-05-25T22:29:04.261010+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Mikal Bridges,Under,13.5,117,0.4608294930875576
2026-05-25T22:29:04.261014+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Evan Mobley,Over,15.5,-165,0.6226415094339622
2026-05-25T22:29:04.261020+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Evan Mobley,Under,15.5,120,0.45454545454545453
2026-05-25T22:29:04.261024+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Over,15.5,-114,0.5327102803738317
2026-05-25T22:29:04.261029+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,OG Anunoby,Under,15.5,-120,0.5454545454545454
2026-05-25T22:29:04.261033+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Over,27.5,-108,0.5192307692307693
2026-05-25T22:29:04.261040+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Donovan Mitchell,Under,27.5,-127,0.5594713656387665
2026-05-25T22:29:04.261044+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Dean Wade,Over,3.5,117,0.4608294930875576
2026-05-25T22:29:04.261049+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,Dean Wade,Under,3.5,-162,0.6183206106870229
2026-05-25T22:29:04.261054+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Over,17.5,-139,0.5815899581589958
2026-05-25T22:29:04.261058+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,BetRivers,James Harden,Under,17.5,104,0.49019607843137253
2026-05-25T22:29:04.261064+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Fanatics,Josh Hart,Over,12.5,-120,0.5454545454545454
2026-05-25T22:29:04.261069+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Fanatics,Josh Hart,Under,12.5,-110,0.5238095238095238
2026-05-25T22:29:04.261074+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Over,1.5,-290,0.7435897435897436
2026-05-25T22:29:04.261079+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Under,1.5,210,0.3225806451612903
2026-05-25T22:29:04.261083+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Over,2.5,-145,0.5918367346938775
2026-05-25T22:29:04.261088+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Under,2.5,110,0.47619047619047616
2026-05-25T22:29:04.261092+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Over,3.5,115,0.46511627906976744
2026-05-25T22:29:04.261096+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Under,3.5,-150,0.6
2026-05-25T22:29:04.261101+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Over,4.5,180,0.35714285714285715
2026-05-25T22:29:04.261107+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dean Wade,Under,4.5,-245,0.7101449275362319
2026-05-25T22:29:04.261111+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Over,2.5,-275,0.7333333333333333
2026-05-25T22:29:04.261116+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Under,2.5,200,0.3333333333333333
2026-05-25T22:29:04.261121+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Over,3.5,-150,0.6
2026-05-25T22:29:04.261126+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Under,3.5,115,0.46511627906976744
2026-05-25T22:29:04.261130+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Over,4.5,105,0.4878048780487805
2026-05-25T22:29:04.261135+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Under,4.5,-135,0.574468085106383
2026-05-25T22:29:04.261139+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Over,5.5,155,0.39215686274509803
2026-05-25T22:29:04.261143+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Dennis Schroder,Under,5.5,-210,0.6774193548387096
2026-05-25T22:29:04.261147+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,22.5,-300,0.75
2026-05-25T22:29:04.261152+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,22.5,215,0.31746031746031744
2026-05-25T22:29:04.261156+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,23.5,-230,0.696969696969697
2026-05-25T22:29:04.261161+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,23.5,170,0.37037037037037035
2026-05-25T22:29:04.261166+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,24.5,-185,0.6491228070175439
2026-05-25T22:29:04.261171+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,24.5,140,0.4166666666666667
2026-05-25T22:29:04.261176+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,25.5,-150,0.6
2026-05-25T22:29:04.261181+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,25.5,115,0.46511627906976744
2026-05-25T22:29:04.261185+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,26.5,-125,0.5555555555555556
2026-05-25T22:29:04.261190+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,26.5,-105,0.5121951219512195
2026-05-25T22:29:04.261195+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,27.5,-105,0.5121951219512195
2026-05-25T22:29:04.261199+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,27.5,-125,0.5555555555555556
2026-05-25T22:29:04.261204+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,28.5,115,0.46511627906976744
2026-05-25T22:29:04.261208+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,28.5,-150,0.6
2026-05-25T22:29:04.261212+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,29.5,140,0.4166666666666667
2026-05-25T22:29:04.261217+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,29.5,-185,0.6491228070175439
2026-05-25T22:29:04.261222+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,30.5,165,0.37735849056603776
2026-05-25T22:29:04.261227+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,30.5,-220,0.6875
2026-05-25T22:29:04.261231+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Over,31.5,200,0.3333333333333333
2026-05-25T22:29:04.261236+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Donovan Mitchell,Under,31.5,-275,0.7333333333333333
2026-05-25T22:29:04.261240+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,13.5,-275,0.7333333333333333
2026-05-25T22:29:04.261245+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,13.5,200,0.3333333333333333
2026-05-25T22:29:04.261249+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,14.5,-200,0.6666666666666666
2026-05-25T22:29:04.261254+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,14.5,150,0.4
2026-05-25T22:29:04.261268+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,15.5,-150,0.6
2026-05-25T22:29:04.261273+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,15.5,115,0.46511627906976744
2026-05-25T22:29:04.261277+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,16.5,-120,0.5454545454545454
2026-05-25T22:29:04.261281+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,16.5,-110,0.5238095238095238
2026-05-25T22:29:04.261286+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,17.5,105,0.4878048780487805
2026-05-25T22:29:04.261290+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,17.5,-135,0.574468085106383
2026-05-25T22:29:04.261294+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,18.5,135,0.425531914893617
2026-05-25T22:29:04.261298+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,18.5,-180,0.6428571428571429
2026-05-25T22:29:04.261303+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,19.5,165,0.37735849056603776
2026-05-25T22:29:04.261307+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,19.5,-220,0.6875
2026-05-25T22:29:04.261312+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Over,20.5,205,0.32786885245901637
2026-05-25T22:29:04.261317+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Evan Mobley,Under,20.5,-280,0.7368421052631579
2026-05-25T22:29:04.261322+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,22.5,-300,0.75
2026-05-25T22:29:04.261327+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,22.5,215,0.31746031746031744
2026-05-25T22:29:04.261331+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,23.5,-230,0.696969696969697
2026-05-25T22:29:04.261343+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,23.5,170,0.37037037037037035
2026-05-25T22:29:04.261348+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,24.5,-185,0.6491228070175439
2026-05-25T22:29:04.261353+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,24.5,140,0.4166666666666667
2026-05-25T22:29:04.261358+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,25.5,-150,0.6
2026-05-25T22:29:04.261362+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,25.5,115,0.46511627906976744
2026-05-25T22:29:04.261367+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,26.5,-125,0.5555555555555556
2026-05-25T22:29:04.261372+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,26.5,-105,0.5121951219512195
2026-05-25T22:29:04.261376+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,27.5,-105,0.5121951219512195
2026-05-25T22:29:04.261380+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,27.5,-125,0.5555555555555556
2026-05-25T22:29:04.261385+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,28.5,115,0.46511627906976744
2026-05-25T22:29:04.261390+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,28.5,-150,0.6
2026-05-25T22:29:04.261394+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,29.5,140,0.4166666666666667
2026-05-25T22:29:04.261399+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,29.5,-185,0.6491228070175439
2026-05-25T22:29:04.261403+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,30.5,165,0.37735849056603776
2026-05-25T22:29:04.261408+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,30.5,-220,0.6875
2026-05-25T22:29:04.261413+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Over,31.5,200,0.3333333333333333
2026-05-25T22:29:04.261417+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,Jalen Brunson,Under,31.5,-275,0.7333333333333333
2026-05-25T22:29:04.261421+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,James Harden,Over,15.5,-245,0.7101449275362319
2026-05-25T22:29:04.261426+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,James Harden,Under,15.5,180,0.35714285714285715
2026-05-25T22:29:04.261430+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,James Harden,Over,16.5,-185,0.6491228070175439
2026-05-25T22:29:04.261434+00:00,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,Bovada,James Harden,Under,16.5,140,0.4166666666666667
