threshold,bet_side,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets,diagnostic_type,scoring_role,line_bucket,market_prob_bucket,abs_edge_bucket,minutes_bucket,contact_bucket,matchup_pts_bucket,matchup_contact_bucket
0.025,,950.0,0.5126315789473684,-0.04923165774206614,-46.770074854962836,0.9283659344639467,-0.05303044404628363,-60.486231727772555,0.06597921695714822,0.4428962099241887,0.4853104549189657,15.534736842105263,True,market_prob,,,market_slight_under,,,,,
0.1,,122.0,0.5081967213114754,-0.04953049856389814,-6.042720824795573,0.9396053212736978,-0.05271415289214863,-14.325077012023092,0.12648033551483512,0.39407312561962105,0.49788443507598545,19.368852459016395,True,minutes,,,,,starter_minutes,,,
0.025,Under,1338.0,0.5059790732436472,-0.04983228323573761,-66.67559496941692,0.9402381472582209,-0.052999639911495734,-83.03018192223666,0.06919980220677588,0.4289184510257489,0.49811825323252473,16.340059790732436,True,side,,,,,,,,
0.075,Over,86.0,0.5116279069767442,-0.05070464418443417,-4.360599399861338,0.9340840185330263,-0.05428274456945054,-9.202519443621608,0.09912063836230507,0.6053149735363058,0.5061943351740008,11.953488372093023,True,side,,,,,,,,
0.025,,721.0,0.5048543689320388,-0.05222786341647555,-37.65628952327887,0.9405171471544669,-0.055531006079464755,-46.89808447555278,0.05691161099057816,0.47118244960767014,0.49988593256369324,11.918862690707352,True,line,,mid_line,,,,,,
0.025,,868.0,0.4976958525345622,-0.05453525029253609,-47.336597253921326,0.9514644574140897,-0.05731717025011439,-62.42786058634421,0.06457418865148602,0.4851840953839086,0.5149953922316509,14.890552995391705,True,market_prob,,,market_slight_over,,,,,
0.05,,471.0,0.5031847133757962,-0.05610467219227491,-26.425300602561485,0.939875743522504,-0.05969371225817954,-45.27281930970452,0.08413831539211039,0.44332824737560134,0.49927934109418753,16.542462845010615,True,minutes,,,,,starter_minutes,,,
0.025,Over,485.0,0.5051546391752577,-0.05632602397654516,-27.318121628624404,0.9363297876755677,-0.06015618077939625,-36.39035057587141,0.054306228492419055,0.5574374871576343,0.5031312586652152,12.064948453608247,True,side,,,,,,,,
0.1,,126.0,0.49206349206349204,-0.05723990624833373,-7.21222818729005,0.9622751399874264,-0.05948392914845712,-17.814226183381233,0.13027243583971024,0.425352944049086,0.5131068012392561,18.88888888888889,True,market_prob,,,market_slight_over,,,,,
0.1,,115.0,0.5043478260869565,-0.057858069519306964,-6.653677994720301,0.9388009269249097,-0.061629753294794906,-19.44882953575962,0.13626256157935374,0.3857647619966268,0.4986558581804632,24.047826086956523,True,contact,,,,,,"(0.134, 0.293]",,
0.025,,505.0,0.500990099009901,-0.060090586655842076,-30.345746261200247,0.940062666091467,-0.06392189459632826,-33.43529529894086,0.06133510652464992,0.47008005748044757,0.4992253406722244,14.957425742574257,True,edge,,,,edge_5_7_5,,,,
0.05,,505.0,0.500990099009901,-0.060090586655842076,-30.345746261200247,0.940062666091467,-0.06392189459632826,-33.43529529894086,0.06133510652464992,0.47008005748044757,0.4992253406722244,14.957425742574257,True,edge,,,,edge_5_7_5,,,,
0.05,,499.0,0.4909819639278557,-0.06494648279994743,-32.40829491717377,0.9539392651377042,-0.06808240856987073,-40.629253333153635,0.08485599606921239,0.4683114364346463,0.5142469895461783,16.059118236472944,True,market_prob,,,market_slight_over,,,,,
0.025,,630.0,0.4984126984126984,-0.06553273129571655,-41.28562071630142,0.9393600905237951,-0.0697631631967406,-45.93396833877321,0.057407465608217884,0.4782500027655231,0.49892513691728735,11.11111111111111,True,role,rotation,,,,,,,
0.05,,264.0,0.4962121212121212,-0.06980661969632844,-18.428947599830707,0.9398940176343893,-0.07427073519631935,-29.797044692636966,0.1007331155839164,0.4159894642672429,0.49848618348597906,22.056818181818183,True,contact,,,,,,"(0.134, 0.293]",,
0.075,,126.0,0.5,-0.07054979622685287,-8.889274324583461,0.9336503221745232,-0.07556340371900531,-18.376147618104227,0.10018538874635187,0.42483464729837905,0.4967899410109317,15.444444444444445,True,contact,,,,,,"(0.0619, 0.0936]",,
0.05,,331.0,0.4954682779456193,-0.07110970450899684,-23.537312192477955,0.9394982432525882,-0.07568902339062564,-35.945808334761146,0.08669710942717587,0.43139142986357387,0.49839662439151294,18.200906344410875,True,line,,high_line,,,,,,
0.075,,186.0,0.4946236559139785,-0.07410160895427963,-13.78289926549601,0.9392652812019766,-0.07889316302573421,-24.271825064697712,0.10228559103840279,0.41449173909957715,0.4991523352144741,17.623655913978496,True,role,starter,,,,,,,
0.025,,490.0,0.49387755102040815,-0.07478964204479936,-36.64692460195169,0.9387162229966804,-0.07967225899862161,-46.89606061305204,0.059934863275355736,0.4687367560372239,0.4992224176819911,13.66734693877551,True,contact,,,,,,"(0.0619, 0.0936]",,
0.025,,490.0,0.49183673469387756,-0.07879150994189132,-38.60783987152675,0.9384389889190274,-0.08396018374369758,-41.97409642481566,0.060590661914617656,0.4689053065413317,0.49964410095540956,13.693877551020408,True,matchup_pts,,,,,,,"(-0.775, 1.232]",
0.05,,376.0,0.4920212765957447,-0.07959465205533121,-29.927589172804538,0.937329259747441,-0.08491642742143526,-45.082240717504845,0.08196835972962814,0.4362671033222131,0.49888579873995764,17.143617021276597,True,role,starter,,,,,,,
0.025,,759.0,0.4888010540184453,-0.08212903008175962,-62.33593383205555,0.9405331053080915,-0.08732178550467558,-72.45650556551226,0.03683273856576183,0.4887263484746097,0.5000354624603595,13.44729907773386,True,edge,,,,edge_0_5,,,,
0.075,,159.0,0.49056603773584906,-0.08273430177152821,-13.154753981672986,0.9387537046289331,-0.08813206420765189,-19.794854139903656,0.09732802213777057,0.44079090610261995,0.49852011815210256,11.971698113207546,True,line,,mid_line,,,,,,
0.025,,813.0,0.4870848708487085,-0.08619073781094172,-70.07306984029562,0.9392774437166846,-0.09176281021919178,-82.50539336034437,0.064144544398877,0.4630822828704701,0.4996809278008633,15.362238622386224,True,minutes,,,,,starter_minutes,,,
0.05,,272.0,0.4889705882352941,-0.08625826485302482,-23.46224804002275,0.9368287422669332,-0.09207474211807115,-29.957075339855383,0.08115079922967693,0.4523594913448879,0.4980664152107013,14.477941176470589,True,matchup_contact,,,,,,,,"(-0.0333, 0.633]"
0.025,,373.0,0.48525469168900803,-0.08934323401249228,-33.32502628665962,0.9400091481063211,-0.09504506864904147,-42.531183251822135,0.08211638615695595,0.4350287673154638,0.49902791022589305,21.049597855227884,True,contact,,,,,,"(0.134, 0.293]",,
0.05,,255.0,0.4823529411764706,-0.09210790372679363,-23.487515450332374,0.943428034863374,-0.09763108612744646,-25.03558590885059,0.08473792074664611,0.4520024765544367,0.5009787274409214,15.688235294117646,True,matchup_pts,,,,,,,"(1.232, 10.45]",
0.05,,260.0,0.4846153846153846,-0.09589858217809558,-24.93363136630485,0.9349688240544513,-0.10256874850889208,-26.174652588876974,0.0818291793491582,0.44920132199916657,0.4984531502488577,14.934615384615384,True,matchup_pts,,,,,,,"(-0.775, 1.232]",
0.025,,485.0,0.48041237113402063,-0.0965085379145952,-46.80664088857867,0.9417146490586066,-0.10248172098742524,-49.94896401008355,0.06199798180923267,0.4705701102176018,0.5005689088979075,14.741237113402061,True,matchup_pts,,,,,,,"(1.232, 10.45]",
0.025,,656.0,0.4801829268292683,-0.09916864179257535,-65.05462901592944,0.9389455569602227,-0.10561703078251694,-80.6635614625818,0.06284096165834063,0.457479999560258,0.49966218661057527,16.614329268292682,True,role,starter,,,,,,,
0.1,,90.0,0.4777777777777778,-0.10671155821404132,-9.60404023926372,0.9399451298332575,-0.11352956127659444,-15.210037137671062,0.13523567042818102,0.4059233992631416,0.5001282952530675,22.91111111111111,True,matchup_contact,,,,,,,,"(-4.7010000000000005, -0.803]"
0.1,,50.0,0.48,-0.10970355471521626,-5.4851777357608125,0.9364868847065664,-0.11714371712700511,-8.481533018604113,0.12223759964644142,0.41205729841773914,0.4959623815333743,15.1,True,contact,,,,,,"(0.0619, 0.0936]",,
0.025,,527.0,0.47438330170777987,-0.1106629847608682,-58.31939296897754,0.9377498407008935,-0.11800906804543566,-70.81176077913747,0.06840502440152679,0.450194229046614,0.4984844234818921,17.915559772296014,True,line,,high_line,,,,,,
0.1,,47.0,0.46808510638297873,-0.11837063390121169,-5.56341979335695,0.9508428251308371,-0.12449022148841872,-8.056603773584905,0.1271894460656539,0.3978997086168086,0.5003970768170685,13.904255319148936,True,minutes,,,,,rotation_minutes,,,
0.075,,132.0,0.4696969696969697,-0.1263777921449011,-16.681868563126947,0.9327246344282721,-0.1354931428635058,-22.438459232584638,0.10262842755250474,0.4296947788856267,0.4980317484762416,15.431818181818182,True,matchup_contact,,,,,,,,"(-0.0333, 0.633]"
0.1,Over,32.0,0.46875,-0.12649001479654776,-4.047680473489528,0.9457103064084522,-0.13375133372176312,-7.780267341046979,0.12639316082894014,0.6318804315048951,0.505487270675955,13.25,True,side,,,,,,,,
