date,game,home_team,away_team,event_id,commence_time,snapshot_time_utc,total_line,over_odds,under_odds,bookmaker_key
2024-01-15,Houston Rockets @ Philadelphia 76ers,Philadelphia 76ers,Houston Rockets,93af4b300a4c0dded909234ea32e9abd,2024-01-15T18:10:00Z,2024-01-15T16:00:00Z,228.0,-105,-115,draftkings
2024-01-15,New Orleans Pelicans @ Dallas Mavericks,Dallas Mavericks,New Orleans Pelicans,b15ce504a25bc1a46e14d486614bc1df,2024-01-15T19:40:00Z,2024-01-15T16:00:00Z,236.5,-110,-110,draftkings
2024-01-15,Detroit Pistons @ Washington Wizards,Washington Wizards,Detroit Pistons,61a7cfa4f1a9ae8c34cc2b721aa74e76,2024-01-15T20:10:00Z,2024-01-15T16:00:00Z,240.5,-110,-110,draftkings
2024-01-15,Orlando Magic @ New York Knicks,New York Knicks,Orlando Magic,7c2d8070230578e04e11541272a70fd1,2024-01-15T20:10:00Z,2024-01-15T16:00:00Z,220.5,-112,-108,draftkings
2024-01-15,San Antonio Spurs @ Atlanta Hawks,Atlanta Hawks,San Antonio Spurs,67bca0b36bc3e0ebfdf217d712cd60b6,2024-01-15T20:40:00Z,2024-01-15T16:00:00Z,246.5,-105,-115,draftkings
2024-01-15,Golden State Warriors @ Memphis Grizzlies,Memphis Grizzlies,Golden State Warriors,76815e2233440eaa53f0565105823d0d,2024-01-15T23:10:00Z,2024-01-15T16:00:00Z,227.0,-105,-115,draftkings
2024-01-15,Chicago Bulls @ Cleveland Cavaliers,Cleveland Cavaliers,Chicago Bulls,1a912694aef33d208f025892f35272e7,2024-01-16T00:10:00Z,2024-01-15T16:00:00Z,221.0,-108,-112,draftkings
2024-01-15,Boston Celtics @ Toronto Raptors,Toronto Raptors,Boston Celtics,b7b9c19dbda75e0bf14941bb53e3baf3,2024-01-16T00:30:00Z,2024-01-15T16:00:00Z,242.0,-108,-112,draftkings
2024-01-15,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,88b173aa0eb780ba5617bcfd2dae9f78,2024-01-16T00:40:00Z,2024-01-15T16:00:00Z,221.0,-105,-115,draftkings
2024-01-15,Indiana Pacers @ Utah Jazz,Utah Jazz,Indiana Pacers,90a4e08060d5bf7daf348bc0dc48f636,2024-01-16T02:10:00Z,2024-01-15T16:00:00Z,245.0,-110,-110,draftkings
2024-01-15,Oklahoma City Thunder @ Los Angeles Lakers,Los Angeles Lakers,Oklahoma City Thunder,23de53fa4ec1fddc1880355fb05706b4,2024-01-16T03:40:00Z,2024-01-15T16:00:00Z,238.0,-112,-108,draftkings
2021-10-19,Brooklyn Nets @ Milwaukee Bucks,Milwaukee Bucks,Brooklyn Nets,4490e7634ad9d3f552369edcb6b15806,2021-10-19T23:30:00Z,2021-10-19T16:00:00Z,233.0,-115,-105,draftkings
2021-10-19,Golden State Warriors @ Los Angeles Lakers,Los Angeles Lakers,Golden State Warriors,f0cd0347e89de80d1e9fceecbc3df76a,2021-10-20T02:00:00Z,2021-10-19T16:00:00Z,226.5,-105,-115,draftkings
2021-12-25,Atlanta Hawks @ New York Knicks,New York Knicks,Atlanta Hawks,c4acf0087c5c1c5773131790f1ded291,2021-12-25T17:00:00Z,2021-10-19T16:00:00Z,219.5,-110,-110,draftkings
2021-12-25,Boston Celtics @ Milwaukee Bucks,Milwaukee Bucks,Boston Celtics,f710b144d576f85b196af94a143c40fb,2021-12-25T19:30:00Z,2021-10-19T16:00:00Z,233.5,-110,-110,draftkings
2021-12-25,Golden State Warriors @ Phoenix Suns,Phoenix Suns,Golden State Warriors,de6765e3631b1f9b61396c7348e1ea9a,2021-12-25T22:00:00Z,2021-10-19T16:00:00Z,228.5,-110,-110,draftkings
2021-12-25,Brooklyn Nets @ Los Angeles Lakers,Los Angeles Lakers,Brooklyn Nets,927cafe41beb96b769c7f146fc52e957,2021-12-26T01:00:00Z,2021-10-19T16:00:00Z,237.5,-110,-110,draftkings
2021-10-20,Indiana Pacers @ Charlotte Hornets,Charlotte Hornets,Indiana Pacers,25dbd788b5ae8d978732f7f34855d71b,2021-10-20T23:00:00Z,2021-10-19T16:00:00Z,223.5,-115,-105,draftkings
2021-10-20,Chicago Bulls @ Detroit Pistons,Detroit Pistons,Chicago Bulls,5a02f1476af7899dfe8ea4352ea96d4d,2021-10-20T23:00:00Z,2021-10-19T16:00:00Z,220.0,-110,-110,draftkings
2021-10-20,Washington Wizards @ Toronto Raptors,Toronto Raptors,Washington Wizards,2af73af931f375ccfd4ac6f64272dffa,2021-10-20T23:30:00Z,2021-10-19T16:00:00Z,218.5,-110,-110,draftkings
2021-10-20,Boston Celtics @ New York Knicks,New York Knicks,Boston Celtics,f7b8f7bdef539d1e97152c6bdd5c7822,2021-10-20T23:30:00Z,2021-10-19T16:00:00Z,217.0,-115,-105,draftkings
2021-10-20,Cleveland Cavaliers @ Memphis Grizzlies,Memphis Grizzlies,Cleveland Cavaliers,c6c07a4c5c2c178fa0e1e08bf4f8c858,2021-10-21T00:00:00Z,2021-10-19T16:00:00Z,215.5,-115,-105,draftkings
2021-10-20,Philadelphia 76ers @ New Orleans Pelicans,New Orleans Pelicans,Philadelphia 76ers,acb25cc55af971bd7e69102cd5d9de62,2021-10-21T00:00:00Z,2021-10-19T16:00:00Z,225.5,-115,-105,draftkings
2021-10-20,Houston Rockets @ Minnesota Timberwolves,Minnesota Timberwolves,Houston Rockets,299fe39371b9c8b580697ec9fabbcc77,2021-10-21T00:00:00Z,2021-10-19T16:00:00Z,227.5,-110,-110,draftkings
2021-10-20,Orlando Magic @ San Antonio Spurs,San Antonio Spurs,Orlando Magic,e51963d8dfa57a3e90279d0e2017be22,2021-10-21T00:30:00Z,2021-10-19T16:00:00Z,213.0,-105,-115,draftkings
2021-10-20,Oklahoma City Thunder @ Utah Jazz,Utah Jazz,Oklahoma City Thunder,fb10423d3ad3d677b7e9e92843d69d9b,2021-10-21T01:00:00Z,2021-10-19T16:00:00Z,220.5,-110,-110,draftkings
2021-10-20,Sacramento Kings @ Portland Trail Blazers,Portland Trail Blazers,Sacramento Kings,388473ac35b0f6fc50d71aee8943287d,2021-10-21T02:00:00Z,2021-10-19T16:00:00Z,232.5,-110,-110,draftkings
2021-10-20,Denver Nuggets @ Phoenix Suns,Phoenix Suns,Denver Nuggets,340a09a5a3ab5e125f37143a21065afd,2021-10-21T02:00:00Z,2021-10-19T16:00:00Z,223.5,-105,-115,draftkings
2021-10-21,Dallas Mavericks @ Atlanta Hawks,Atlanta Hawks,Dallas Mavericks,3603fd3b6c9ffb2cf336a78b2800858f,2021-10-21T23:30:00Z,2021-10-19T16:00:00Z,224.5,-110,-110,draftkings
2021-10-21,Milwaukee Bucks @ Miami Heat,Miami Heat,Milwaukee Bucks,423508d12189e8a48dae287ba075dd91,2021-10-22T00:00:00Z,2021-10-19T16:00:00Z,224.5,-110,-110,draftkings
2021-10-21,Los Angeles Clippers @ Golden State Warriors,Golden State Warriors,Los Angeles Clippers,8e7ff76a948520bbb24a8ace4f05ddcc,2021-10-22T02:00:00Z,2021-10-19T16:00:00Z,225.5,-110,-110,draftkings
2021-10-22,New York Knicks @ Orlando Magic,Orlando Magic,New York Knicks,8abc8030480788e392e367d6ebfe127b,2021-10-22T23:10:00Z,2021-10-22T16:00:00Z,213.0,-110,-110,draftkings
2021-10-22,Indiana Pacers @ Washington Wizards,Washington Wizards,Indiana Pacers,fd0113c965f0e9e9106208937c89581f,2021-10-22T23:10:00Z,2021-10-22T16:00:00Z,228.0,-110,-110,draftkings
2021-10-22,Toronto Raptors @ Boston Celtics,Boston Celtics,Toronto Raptors,529ec0825d4a755239d29d903393ec69,2021-10-22T23:40:00Z,2021-10-22T16:00:00Z,218.0,-110,-110,draftkings
2021-10-22,Brooklyn Nets @ Philadelphia 76ers,Philadelphia 76ers,Brooklyn Nets,520b2b62fc786e57e943d43bd97845af,2021-10-22T23:40:00Z,2021-10-22T16:00:00Z,226.0,-110,-110,draftkings
2021-10-22,Oklahoma City Thunder @ Houston Rockets,Houston Rockets,Oklahoma City Thunder,fbb8d974d4cf2ef44b2b1c2d4b093c71,2021-10-23T00:10:00Z,2021-10-22T16:00:00Z,221.0,-110,-110,draftkings
2021-10-22,New Orleans Pelicans @ Chicago Bulls,Chicago Bulls,New Orleans Pelicans,05643dd63790208b347a7c51964aa610,2021-10-23T00:10:00Z,2021-10-22T16:00:00Z,221.0,-115,-105,draftkings
2021-10-22,San Antonio Spurs @ Denver Nuggets,Denver Nuggets,San Antonio Spurs,28f9746aebfe367f8a6b0926747c61e3,2021-10-23T01:10:00Z,2021-10-22T16:00:00Z,221.0,-105,-115,draftkings
2021-10-22,Utah Jazz @ Sacramento Kings,Sacramento Kings,Utah Jazz,dc925e34f57a9bacc3be97117a84a23e,2021-10-23T02:10:00Z,2021-10-22T16:00:00Z,227.0,-110,-110,draftkings
2021-10-22,Phoenix Suns @ Los Angeles Lakers,Los Angeles Lakers,Phoenix Suns,00e6dd0728d77be842a954ba13054782,2021-10-23T02:10:00Z,2021-10-22T16:00:00Z,221.0,-110,-110,draftkings
2021-10-22,Charlotte Hornets @ Cleveland Cavaliers,Cleveland Cavaliers,Charlotte Hornets,0e5b13e5e9a721e2eb23f3f7c8c1f8bd,2021-10-22T23:10:00Z,2021-10-22T16:00:00Z,225.5,-110,-110,draftkings
2021-10-23,Miami Heat @ Indiana Pacers,Indiana Pacers,Miami Heat,e0c2d76f969654a20141c65784ede240,2021-10-23T23:10:00Z,2021-10-23T16:00:00Z,223.5,-105,-115,draftkings
2021-10-23,Dallas Mavericks @ Toronto Raptors,Toronto Raptors,Dallas Mavericks,3704430b0bb3d4bd0fe83bb5876452be,2021-10-23T23:40:00Z,2021-10-23T16:00:00Z,216.5,-110,-110,draftkings
2021-10-23,Detroit Pistons @ Chicago Bulls,Chicago Bulls,Detroit Pistons,63764edc64ea4b892cacda6895a1416b,2021-10-24T00:10:00Z,2021-10-23T16:00:00Z,213.5,-105,-115,draftkings
2021-10-23,New Orleans Pelicans @ Minnesota Timberwolves,Minnesota Timberwolves,New Orleans Pelicans,5f78215f83fd805b7e661ac6a00a1cdb,2021-10-24T00:10:00Z,2021-10-23T16:00:00Z,228.5,-115,-105,draftkings
2021-10-23,Phoenix Suns @ Portland Trail Blazers,Portland Trail Blazers,Phoenix Suns,ef92956d868fc9ce6a9384ead1074f1b,2021-10-24T02:10:00Z,2021-10-23T16:00:00Z,230.5,-110,-110,draftkings
2021-10-23,Memphis Grizzlies @ Los Angeles Clippers,Los Angeles Clippers,Memphis Grizzlies,ca39d8b216c74f8e71ffe11be6db7eac,2021-10-24T02:40:00Z,2021-10-23T16:00:00Z,226.5,-105,-115,draftkings
2021-10-23,Atlanta Hawks @ Cleveland Cavaliers,Cleveland Cavaliers,Atlanta Hawks,29a97c10e12f3a88565df315de57c352,2021-10-23T22:10:00Z,2021-10-23T16:00:00Z,222.5,-110,-110,draftkings
2021-10-23,Milwaukee Bucks @ San Antonio Spurs,San Antonio Spurs,Milwaukee Bucks,8d4ec807aa4f2bc0f80c4eb9bb18f5d2,2021-10-24T00:40:00Z,2021-10-23T16:00:00Z,225.5,-105,-115,draftkings
2021-10-24,Charlotte Hornets @ Brooklyn Nets,Brooklyn Nets,Charlotte Hornets,52f9538b8258768a8a2529d386357a52,2021-10-24T20:10:00Z,2021-10-24T16:00:00Z,233.5,-110,-110,draftkings
2021-10-24,Orlando Magic @ New York Knicks,New York Knicks,Orlando Magic,8ffb47336240eb146628bfc8802d7e4b,2021-10-24T23:10:00Z,2021-10-24T16:00:00Z,214.5,-110,-110,draftkings
2021-10-24,Golden State Warriors @ Sacramento Kings,Sacramento Kings,Golden State Warriors,4128c86c3c779f45844de380a3c58f00,2021-10-25T01:10:00Z,2021-10-24T16:00:00Z,234.5,-105,-115,draftkings
2021-10-24,Memphis Grizzlies @ Los Angeles Lakers,Los Angeles Lakers,Memphis Grizzlies,f44f7ee8745a620ce52eebbd9f90f43f,2021-10-25T01:40:00Z,2021-10-24T16:00:00Z,224.5,-115,-105,draftkings
2021-10-24,Boston Celtics @ Houston Rockets,Houston Rockets,Boston Celtics,c9e4bc723831a9cfdb242c0bd9240691,2021-10-24T23:10:00Z,2021-10-24T16:00:00Z,223.0,-105,-115,draftkings
2021-10-24,Philadelphia 76ers @ Oklahoma City Thunder,Oklahoma City Thunder,Philadelphia 76ers,1b760ad6d7367421182e393b8fa83683,2021-10-24T23:10:00Z,2021-10-24T16:00:00Z,215.5,-110,-110,draftkings
2021-10-25,Portland Trail Blazers @ Los Angeles Clippers,Los Angeles Clippers,Portland Trail Blazers,ea11aaaec8d41eefd62d3301cd7fb357,2021-10-26T02:40:00Z,2021-10-25T16:00:00Z,231.0,-105,-115,draftkings
2021-10-25,Chicago Bulls @ Toronto Raptors,Toronto Raptors,Chicago Bulls,4244c8c43ac0882806c9ef6671b05f8c,2021-10-25T23:40:00Z,2021-10-25T16:00:00Z,211.5,-110,-110,draftkings
2021-10-25,Detroit Pistons @ Atlanta Hawks,Atlanta Hawks,Detroit Pistons,27e5d59d257f5d3f9b4cd2e32c2ad48d,2021-10-25T23:40:00Z,2021-10-25T16:00:00Z,212.5,-110,-110,draftkings
2021-10-25,Milwaukee Bucks @ Indiana Pacers,Indiana Pacers,Milwaukee Bucks,0709d5b149b31c3ffed47184523a2620,2021-10-25T23:10:00Z,2021-10-25T16:00:00Z,229.5,-115,-105,draftkings
2021-10-25,New Orleans Pelicans @ Minnesota Timberwolves,Minnesota Timberwolves,New Orleans Pelicans,75eb9787628f34ee84708e2987318fc2,2021-10-26T00:10:00Z,2021-10-25T16:00:00Z,226.0,-110,-110,draftkings
2021-10-25,Cleveland Cavaliers @ Denver Nuggets,Denver Nuggets,Cleveland Cavaliers,5f3e30ac8e9446a7c9d631bda8e6e04c,2021-10-26T01:10:00Z,2021-10-25T16:00:00Z,219.5,-115,-105,draftkings
2021-10-25,Boston Celtics @ Charlotte Hornets,Charlotte Hornets,Boston Celtics,95b55cbc1e28ff386d081e901edd07ee,2021-10-25T23:10:00Z,2021-10-25T16:00:00Z,223.5,-110,-110,draftkings
2021-10-25,Orlando Magic @ Miami Heat,Miami Heat,Orlando Magic,6be9fce062960f2ce33f19a4af9b9c8f,2021-10-25T23:40:00Z,2021-10-25T16:00:00Z,211.5,-105,-115,draftkings
2021-10-25,Washington Wizards @ Brooklyn Nets,Brooklyn Nets,Washington Wizards,a99881cc37aa7ee5fb9903072a4fc07c,2021-10-25T23:40:00Z,2021-10-25T16:00:00Z,228.0,-110,-110,draftkings
2021-10-26,Golden State Warriors @ Oklahoma City Thunder,Oklahoma City Thunder,Golden State Warriors,9c5c2274945612b3c52547135c20c6d8,2021-10-27T00:10:00Z,2021-10-26T16:00:00Z,223.5,-115,-105,draftkings
2021-10-26,Houston Rockets @ Dallas Mavericks,Dallas Mavericks,Houston Rockets,bea05167ac638b8fc2c533748b170caa,2021-10-27T00:40:00Z,2021-10-26T16:00:00Z,221.5,-110,-110,draftkings
2021-10-26,Denver Nuggets @ Utah Jazz,Utah Jazz,Denver Nuggets,45cd5923b7009ac39e093b84b1300315,2021-10-27T02:10:00Z,2021-10-26T16:00:00Z,218.5,-115,-105,draftkings
2021-10-26,Philadelphia 76ers @ New York Knicks,New York Knicks,Philadelphia 76ers,35da26d6b8fbaf0b699e6501e06a7948,2021-10-26T23:40:00Z,2021-10-26T16:00:00Z,217.0,-110,-110,draftkings
2021-10-26,Los Angeles Lakers @ San Antonio Spurs,San Antonio Spurs,Los Angeles Lakers,8805d99b5dfbf07f983032322a307fd6,2021-10-27T00:40:00Z,2021-10-26T16:00:00Z,223.0,-110,-110,draftkings
2021-10-27,Charlotte Hornets @ Orlando Magic,Orlando Magic,Charlotte Hornets,43786dff523d05f383f44183dc2a54c9,2021-10-27T23:00:00Z,2021-10-27T16:00:00Z,220.0,-110,-110,draftkings
2021-10-27,Washington Wizards @ Boston Celtics,Boston Celtics,Washington Wizards,3facff6e0e125a23879fe719deb8000f,2021-10-27T23:30:00Z,2021-10-27T16:00:00Z,225.0,-110,-110,draftkings
2021-10-27,Indiana Pacers @ Toronto Raptors,Toronto Raptors,Indiana Pacers,1ffc19c92666d50302691739295dcda2,2021-10-27T23:30:00Z,2021-10-27T16:00:00Z,215.0,-110,-110,draftkings
2021-10-27,Atlanta Hawks @ New Orleans Pelicans,New Orleans Pelicans,Atlanta Hawks,1eb5b7c4307f9ad617f365798a738802,2021-10-27T23:30:00Z,2021-10-27T16:00:00Z,219.0,-115,-105,draftkings
2021-10-27,Miami Heat @ Brooklyn Nets,Brooklyn Nets,Miami Heat,53b526beb1ccde68d9cbdea416a9ff7c,2021-10-27T23:30:00Z,2021-10-27T16:00:00Z,218.5,-110,-110,draftkings
2021-10-27,Memphis Grizzlies @ Portland Trail Blazers,Portland Trail Blazers,Memphis Grizzlies,0fbfbb2b98c15056f4a3e995b95d2bd2,2021-10-28T02:00:00Z,2021-10-27T16:00:00Z,234.0,-110,-110,draftkings
2021-10-27,Sacramento Kings @ Phoenix Suns,Phoenix Suns,Sacramento Kings,54a16b67eae688f6742ebab91d10c84a,2021-10-28T02:00:00Z,2021-10-27T16:00:00Z,224.5,-110,-110,draftkings
2021-10-27,Cleveland Cavaliers @ Los Angeles Clippers,Los Angeles Clippers,Cleveland Cavaliers,5612336c1b1e7708ac94a28ec0196a5f,2021-10-28T02:30:00Z,2021-10-27T16:00:00Z,219.0,-110,-110,draftkings
2021-10-27,Minnesota Timberwolves @ Milwaukee Bucks,Milwaukee Bucks,Minnesota Timberwolves,e1b0a8eb48d97534ee42c144bb342067,2021-10-28T00:10:00Z,2021-10-27T16:00:00Z,230.5,-105,-115,draftkings
2021-10-27,Los Angeles Lakers @ Oklahoma City Thunder,Oklahoma City Thunder,Los Angeles Lakers,4f5b5fcc9308920e8fe49def1afd426c,2021-10-28T00:10:00Z,2021-10-27T16:00:00Z,217.0,-105,-115,draftkings
2021-10-28,Utah Jazz @ Houston Rockets,Houston Rockets,Utah Jazz,c7fc044bce7f14de4a4ad6848d446a00,2021-10-29T00:00:00Z,2021-10-28T16:00:00Z,221.5,-110,-110,draftkings
2021-10-28,New York Knicks @ Chicago Bulls,Chicago Bulls,New York Knicks,30c28bae150420d5aa3125c1eb618176,2021-10-29T00:00:00Z,2021-10-28T16:00:00Z,215.5,-110,-110,draftkings
2021-10-28,Atlanta Hawks @ Washington Wizards,Washington Wizards,Atlanta Hawks,74cb9c6eeb07b6cf84f58a3c66e39005,2021-10-28T23:10:00Z,2021-10-28T16:00:00Z,222.5,-105,-115,draftkings
2021-10-28,Memphis Grizzlies @ Golden State Warriors,Golden State Warriors,Memphis Grizzlies,31d7125b5dda01c2f68b3018d4e33bd8,2021-10-29T02:10:00Z,2021-10-28T16:00:00Z,229.0,-115,-105,draftkings
2021-10-28,San Antonio Spurs @ Dallas Mavericks,Dallas Mavericks,San Antonio Spurs,a81a3f3a63310e31b7d8e63bf08b7d2e,2021-10-29T00:40:00Z,2021-10-28T16:00:00Z,220.0,-105,-115,draftkings
2021-10-28,Detroit Pistons @ Philadelphia 76ers,Philadelphia 76ers,Detroit Pistons,48256a6946c33205181179b8b0a43da5,2021-10-28T23:10:00Z,2021-10-28T16:00:00Z,212.0,-115,-105,draftkings
2021-10-29,Orlando Magic @ Toronto Raptors,Toronto Raptors,Orlando Magic,d2ef82b2481b722e9297d9e7a515adbb,2021-10-29T23:10:00Z,2021-10-29T16:00:00Z,206.5,-110,-110,draftkings
2021-10-29,Sacramento Kings @ New Orleans Pelicans,New Orleans Pelicans,Sacramento Kings,e18857a50339a1d75022d63dbff55609,2021-10-30T00:10:00Z,2021-10-29T16:00:00Z,221.0,-110,-110,draftkings
2021-10-29,Los Angeles Clippers @ Portland Trail Blazers,Portland Trail Blazers,Los Angeles Clippers,e1f0dee1020b5817f6ac398d4a933a2c,2021-10-30T02:10:00Z,2021-10-29T16:00:00Z,222.0,-110,-110,draftkings
2021-10-29,Indiana Pacers @ Brooklyn Nets,Brooklyn Nets,Indiana Pacers,59efe7d9dad09245e3a8dd8c26492383,2021-10-29T23:40:00Z,2021-10-29T16:00:00Z,223.0,-110,-110,draftkings
2021-10-29,Charlotte Hornets @ Miami Heat,Miami Heat,Charlotte Hornets,854a72e5259570083bb6317413bdfe84,2021-10-29T23:40:00Z,2021-10-29T16:00:00Z,222.0,-115,-105,draftkings
2021-10-29,Dallas Mavericks @ Denver Nuggets,Denver Nuggets,Dallas Mavericks,83843a776264214b063ec9c6e1b19d42,2021-10-30T02:10:00Z,2021-10-29T16:00:00Z,215.5,-110,-110,draftkings
2021-10-29,Cleveland Cavaliers @ Los Angeles Lakers,Los Angeles Lakers,Cleveland Cavaliers,649da05cb558ea19f781c0bc4294ac8a,2021-10-30T02:40:00Z,2021-10-29T16:00:00Z,221.0,-110,-110,draftkings
2021-10-30,Boston Celtics @ Washington Wizards,Washington Wizards,Boston Celtics,df0a62cd46958cf199b3b2c48a346ef4,2021-10-30T21:10:00Z,2021-10-30T16:00:00Z,222.5,-115,-105,draftkings
2021-10-30,Orlando Magic @ Detroit Pistons,Detroit Pistons,Orlando Magic,23b752edfeb42844a07cd39c1496d88d,2021-10-30T23:10:00Z,2021-10-30T16:00:00Z,207.0,-110,-110,draftkings
2021-10-30,New York Knicks @ New Orleans Pelicans,New Orleans Pelicans,New York Knicks,4bdc8a1e7323698140ca516bc89b7c6b,2021-10-30T23:10:00Z,2021-10-30T16:00:00Z,215.0,-105,-115,draftkings
2021-10-30,Utah Jazz @ Chicago Bulls,Chicago Bulls,Utah Jazz,f17b9c54d31185fb134741b8280c0722,2021-10-31T00:10:00Z,2021-10-30T16:00:00Z,218.5,-115,-105,draftkings
2021-10-30,Oklahoma City Thunder @ Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,7457eb93d6d8d93b8c92585bdc51b622,2021-10-31T00:30:00Z,2021-10-30T16:00:00Z,217.0,-110,-110,draftkings
2021-10-30,Cleveland Cavaliers @ Phoenix Suns,Phoenix Suns,Cleveland Cavaliers,91cda0274a2d321b0de345463fa3fc88,2021-10-31T02:10:00Z,2021-10-30T16:00:00Z,215.0,-110,-110,draftkings
2021-10-30,Toronto Raptors @ Indiana Pacers,Indiana Pacers,Toronto Raptors,aebd9e3c2c41e1eab81e5e978c0cc48d,2021-10-30T23:30:00Z,2021-10-30T16:00:00Z,212.0,-110,-110,draftkings
2021-10-30,Atlanta Hawks @ Philadelphia 76ers,Philadelphia 76ers,Atlanta Hawks,59c29eb41b6433496ca5c73eff7fd7da,2021-10-30T23:30:00Z,2021-10-30T16:00:00Z,217.0,-105,-115,draftkings
2021-10-30,Miami Heat @ Memphis Grizzlies,Memphis Grizzlies,Miami Heat,3373bb973f94ddd3564e0a148866f779,2021-10-31T00:00:00Z,2021-10-30T16:00:00Z,215.5,-110,-110,draftkings
2021-10-30,Denver Nuggets @ Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,14f7b717b6b54bfc90587219f29a5444,2021-10-31T01:00:00Z,2021-10-30T16:00:00Z,219.5,-110,-110,draftkings
2021-10-30,San Antonio Spurs @ Milwaukee Bucks,Milwaukee Bucks,San Antonio Spurs,7f654de376d386cfb12a4f1d687b2369,2021-10-31T00:10:00Z,2021-10-30T16:00:00Z,223.0,-110,-110,draftkings
2021-10-31,Detroit Pistons @ Brooklyn Nets,Brooklyn Nets,Detroit Pistons,fa31c7a5e4ff6d0b95aa311d2dd21d03,2021-10-31T23:40:00Z,2021-10-31T16:00:00Z,212.0,-110,-110,draftkings
2021-10-31,Utah Jazz @ Milwaukee Bucks,Milwaukee Bucks,Utah Jazz,e1956be66be8b553856f39906eea1be4,2021-10-31T23:10:00Z,2021-10-31T16:00:00Z,224.5,-110,-110,draftkings
2021-10-31,Sacramento Kings @ Dallas Mavericks,Dallas Mavericks,Sacramento Kings,387229d3c4c96a355c922db7e8c275ca,2021-10-31T19:40:00Z,2021-10-31T16:00:00Z,218.0,-110,-110,draftkings
2021-10-31,Portland Trail Blazers @ Charlotte Hornets,Charlotte Hornets,Portland Trail Blazers,570257ec0abf18e829247a539c8b5b62,2021-10-31T23:10:00Z,2021-10-31T16:00:00Z,230.5,-110,-110,draftkings
2021-10-31,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,b921e1a4ac1e5598766d94d52f22e6f6,2021-11-01T02:40:00Z,2021-10-31T16:00:00Z,220.5,-110,-110,draftkings
2021-11-01,Washington Wizards @ Atlanta Hawks,Atlanta Hawks,Washington Wizards,f2f9cfa5a94fd4d09df80c6c5ffa83b0,2021-11-01T23:40:00Z,2021-11-01T16:00:00Z,223.5,-105,-115,draftkings
2021-11-01,Toronto Raptors @ New York Knicks,New York Knicks,Toronto Raptors,13cdd1791b190807fe8000bfceada7ee,2021-11-01T23:40:00Z,2021-11-01T16:00:00Z,208.5,-110,-110,draftkings
2021-11-01,Denver Nuggets @ Memphis Grizzlies,Memphis Grizzlies,Denver Nuggets,5c2e4e4d6e3349b2115298f63c1df11e,2021-11-02T00:10:00Z,2021-11-01T16:00:00Z,215.5,-110,-110,draftkings
2021-11-01,Orlando Magic @ Minnesota Timberwolves,Minnesota Timberwolves,Orlando Magic,39f71371119d38d116d1f68529bd3a88,2021-11-02T00:10:00Z,2021-11-01T16:00:00Z,215.0,-115,-105,draftkings
2021-11-01,Oklahoma City Thunder @ Los Angeles Clippers,Los Angeles Clippers,Oklahoma City Thunder,393cf75e477d7a70d2825278274d73fa,2021-11-02T02:40:00Z,2021-11-01T16:00:00Z,209.5,-105,-115,draftkings
2021-11-01,Portland Trail Blazers @ Philadelphia 76ers,Philadelphia 76ers,Portland Trail Blazers,986206123a3ffbed322f5ee396a7765e,2021-11-01T23:10:00Z,2021-11-01T16:00:00Z,219.5,-110,-110,draftkings
2021-11-01,Cleveland Cavaliers @ Charlotte Hornets,Charlotte Hornets,Cleveland Cavaliers,849ff4726035c76098e40101afff83ca,2021-11-01T23:10:00Z,2021-11-01T16:00:00Z,220.5,-110,-110,draftkings
2021-11-01,San Antonio Spurs @ Indiana Pacers,Indiana Pacers,San Antonio Spurs,b53eec4ce0409a6141dccb31f08569df,2021-11-01T23:10:00Z,2021-11-01T16:00:00Z,217.5,-105,-115,draftkings
2021-11-01,Chicago Bulls @ Boston Celtics,Boston Celtics,Chicago Bulls,ef961eef56981777154e43d9f00e913a,2021-11-01T23:40:00Z,2021-11-01T16:00:00Z,216.5,-115,-105,draftkings
2021-11-02,Sacramento Kings @ Utah Jazz,Utah Jazz,Sacramento Kings,c46476abfbf348e2aa5fe51de3181578,2021-11-03T01:10:00Z,2021-11-02T16:00:00Z,221.5,-105,-115,draftkings
2021-11-02,Houston Rockets @ Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,957055d8226493cf5c26edab896b8743,2021-11-03T02:40:00Z,2021-11-02T16:00:00Z,217.5,-105,-115,draftkings
2021-11-02,Miami Heat @ Dallas Mavericks,Dallas Mavericks,Miami Heat,bc5769f854c0d8fcdd6aedcfa87c5d44,2021-11-02T23:40:00Z,2021-11-02T16:00:00Z,210.0,-110,-110,draftkings
2021-11-02,New Orleans Pelicans @ Phoenix Suns,Phoenix Suns,New Orleans Pelicans,e393ba3bfcba4f22e81fe94dcce18359,2021-11-03T02:10:00Z,2021-11-02T16:00:00Z,215.0,-105,-115,draftkings
2021-11-02,Milwaukee Bucks @ Detroit Pistons,Detroit Pistons,Milwaukee Bucks,76526e5899b1f180edbf19a486e05d4e,2021-11-02T23:10:00Z,2021-11-02T16:00:00Z,211.0,-110,-110,draftkings
