date,player,game,side,line,american_odds
2026-02-07,Danny Wolf,Washington Wizards @ Brooklyn Nets,Under,9.5,-128
2026-02-07,Day'Ron Sharpe,Washington Wizards @ Brooklyn Nets,Over,8.5,-118
2026-02-07,Day'Ron Sharpe,Washington Wizards @ Brooklyn Nets,Under,8.5,-108
2026-02-07,Kevin Durant,Houston Rockets @ Oklahoma City Thunder,Over,24.5,-105
2026-02-07,Kevin Durant,Houston Rockets @ Oklahoma City Thunder,Under,24.5,-122
2026-02-07,Chet Holmgren,Houston Rockets @ Oklahoma City Thunder,Over,19.5,-120
2026-02-07,Chet Holmgren,Houston Rockets @ Oklahoma City Thunder,Under,19.5,-107
2026-02-07,Alperen Sengun,Houston Rockets @ Oklahoma City Thunder,Over,18.5,-113
2026-02-07,Alperen Sengun,Houston Rockets @ Oklahoma City Thunder,Under,18.5,-112
2026-02-07,Aaron Wiggins,Houston Rockets @ Oklahoma City Thunder,Over,17.5,-102
2026-02-07,Aaron Wiggins,Houston Rockets @ Oklahoma City Thunder,Under,17.5,-125
2026-02-07,Amen Thompson,Houston Rockets @ Oklahoma City Thunder,Over,13.5,-128
2026-02-07,Amen Thompson,Houston Rockets @ Oklahoma City Thunder,Under,13.5,101
2026-02-07,Jabari Smith Jr,Houston Rockets @ Oklahoma City Thunder,Over,13.5,-112
2026-02-07,Jabari Smith Jr,Houston Rockets @ Oklahoma City Thunder,Under,13.5,-114
2026-02-07,Isaiah Joe,Houston Rockets @ Oklahoma City Thunder,Over,11.5,-126
2026-02-07,Isaiah Joe,Houston Rockets @ Oklahoma City Thunder,Under,11.5,-101
2026-02-07,Tari Eason,Houston Rockets @ Oklahoma City Thunder,Over,11.5,-118
2026-02-07,Tari Eason,Houston Rockets @ Oklahoma City Thunder,Under,11.5,-108
2026-02-07,Cason Wallace,Houston Rockets @ Oklahoma City Thunder,Over,11.5,-103
2026-02-07,Cason Wallace,Houston Rockets @ Oklahoma City Thunder,Under,11.5,-124
2026-02-07,Luguentz Dort,Houston Rockets @ Oklahoma City Thunder,Over,10.5,-123
2026-02-07,Luguentz Dort,Houston Rockets @ Oklahoma City Thunder,Under,10.5,-103
2026-02-07,Reed Sheppard,Houston Rockets @ Oklahoma City Thunder,Over,10.5,-116
2026-02-07,Reed Sheppard,Houston Rockets @ Oklahoma City Thunder,Under,10.5,-110
2026-02-07,Isaiah Hartenstein,Houston Rockets @ Oklahoma City Thunder,Over,9.5,-108
2026-02-07,Isaiah Hartenstein,Houston Rockets @ Oklahoma City Thunder,Under,9.5,-118
2026-02-07,Alex Caruso,Houston Rockets @ Oklahoma City Thunder,Over,6.5,-119
2026-02-07,Alex Caruso,Houston Rockets @ Oklahoma City Thunder,Under,6.5,-107
2026-02-07,Jaylin Williams,Houston Rockets @ Oklahoma City Thunder,Over,6.5,-107
2026-02-07,Jaylin Williams,Houston Rockets @ Oklahoma City Thunder,Under,6.5,-120
2026-02-07,Clint Capela,Houston Rockets @ Oklahoma City Thunder,Over,3.5,-133
2026-02-07,Clint Capela,Houston Rockets @ Oklahoma City Thunder,Under,3.5,105
2026-02-07,Cooper Flagg,Dallas Mavericks @ San Antonio Spurs,Over,24.5,-114
2026-02-07,Cooper Flagg,Dallas Mavericks @ San Antonio Spurs,Under,24.5,-111
2026-02-07,Victor Wembanyama,Dallas Mavericks @ San Antonio Spurs,Over,24.5,-106
2026-02-07,Victor Wembanyama,Dallas Mavericks @ San Antonio Spurs,Under,24.5,-120
2026-02-07,De'Aaron Fox,Dallas Mavericks @ San Antonio Spurs,Over,17.5,-114
2026-02-07,De'Aaron Fox,Dallas Mavericks @ San Antonio Spurs,Under,17.5,-112
2026-02-07,Naji Marshall,Dallas Mavericks @ San Antonio Spurs,Over,17.5,-102
2026-02-07,Naji Marshall,Dallas Mavericks @ San Antonio Spurs,Under,17.5,-125
2026-02-07,Stephon Castle,Dallas Mavericks @ San Antonio Spurs,Over,15.5,-112
2026-02-07,Stephon Castle,Dallas Mavericks @ San Antonio Spurs,Under,15.5,-114
2026-02-07,Max Christie,Dallas Mavericks @ San Antonio Spurs,Over,13.5,-121
2026-02-07,Max Christie,Dallas Mavericks @ San Antonio Spurs,Under,13.5,-105
2026-02-07,Devin Vassell,Dallas Mavericks @ San Antonio Spurs,Over,12.5,-121
2026-02-07,Devin Vassell,Dallas Mavericks @ San Antonio Spurs,Under,12.5,-105
2026-02-07,Julian Champagnie,Dallas Mavericks @ San Antonio Spurs,Over,10.5,-123
2026-02-07,Julian Champagnie,Dallas Mavericks @ San Antonio Spurs,Under,10.5,-104
2026-02-07,Klay Thompson,Dallas Mavericks @ San Antonio Spurs,Over,9.5,-112
2026-02-07,Klay Thompson,Dallas Mavericks @ San Antonio Spurs,Under,9.5,-114
2026-02-07,Daniel Gafford,Dallas Mavericks @ San Antonio Spurs,Over,8.5,-127
2026-02-07,Daniel Gafford,Dallas Mavericks @ San Antonio Spurs,Under,8.5,100
2026-02-07,Paolo Banchero,Utah Jazz @ Orlando Magic,Over,23.5,-113
2026-02-07,Paolo Banchero,Utah Jazz @ Orlando Magic,Under,23.5,-112
2026-02-07,Keyonte George,Utah Jazz @ Orlando Magic,Over,22.5,-104
2026-02-07,Keyonte George,Utah Jazz @ Orlando Magic,Under,22.5,-122
2026-02-07,Lauri Markkanen,Utah Jazz @ Orlando Magic,Over,21.5,-122
2026-02-07,Lauri Markkanen,Utah Jazz @ Orlando Magic,Under,21.5,-105
2026-02-07,Desmond Bane,Utah Jazz @ Orlando Magic,Over,19.5,-116
2026-02-07,Desmond Bane,Utah Jazz @ Orlando Magic,Under,19.5,-110
2026-02-07,Anthony Black,Utah Jazz @ Orlando Magic,Over,16.5,-122
2026-02-07,Anthony Black,Utah Jazz @ Orlando Magic,Under,16.5,-105
2026-02-07,Jalen Suggs,Utah Jazz @ Orlando Magic,Over,16.5,-108
2026-02-07,Jalen Suggs,Utah Jazz @ Orlando Magic,Under,16.5,-118
2026-02-07,Ace Bailey,Utah Jazz @ Orlando Magic,Over,13.5,-103
2026-02-07,Ace Bailey,Utah Jazz @ Orlando Magic,Under,13.5,-124
2026-02-07,Wendell Carter Jr,Utah Jazz @ Orlando Magic,Over,10.5,-118
2026-02-07,Wendell Carter Jr,Utah Jazz @ Orlando Magic,Under,10.5,-108
2026-02-07,Jusuf Nurkic,Utah Jazz @ Orlando Magic,Over,10.5,-111
2026-02-07,Jusuf Nurkic,Utah Jazz @ Orlando Magic,Under,10.5,-115
2026-02-07,Tristan da Silva,Utah Jazz @ Orlando Magic,Over,7.5,-122
2026-02-07,Tristan da Silva,Utah Jazz @ Orlando Magic,Under,7.5,-104
2026-02-07,Jalen Johnson,Charlotte Hornets @ Atlanta Hawks,Over,23.5,-104
2026-02-07,Jalen Johnson,Charlotte Hornets @ Atlanta Hawks,Under,23.5,-123
2026-02-07,Brandon Miller,Charlotte Hornets @ Atlanta Hawks,Over,21.5,-118
2026-02-07,Brandon Miller,Charlotte Hornets @ Atlanta Hawks,Under,21.5,-108
2026-02-07,LaMelo Ball,Charlotte Hornets @ Atlanta Hawks,Over,20.5,-104
2026-02-07,LaMelo Ball,Charlotte Hornets @ Atlanta Hawks,Under,20.5,-122
2026-02-07,Nickeil Alexander-Walker,Charlotte Hornets @ Atlanta Hawks,Over,19.5,-108
2026-02-07,Nickeil Alexander-Walker,Charlotte Hornets @ Atlanta Hawks,Under,19.5,-118
2026-02-07,Kon Knueppel,Charlotte Hornets @ Atlanta Hawks,Over,17.5,-120
2026-02-07,Kon Knueppel,Charlotte Hornets @ Atlanta Hawks,Under,17.5,-106
2026-02-07,C.J. McCollum,Charlotte Hornets @ Atlanta Hawks,Over,16.5,-115
2026-02-07,C.J. McCollum,Charlotte Hornets @ Atlanta Hawks,Under,16.5,-111
2026-02-07,Miles Bridges,Charlotte Hornets @ Atlanta Hawks,Over,16.5,-101
2026-02-07,Miles Bridges,Charlotte Hornets @ Atlanta Hawks,Under,16.5,-126
2026-02-07,Onyeka Okongwu,Charlotte Hornets @ Atlanta Hawks,Over,15.5,-104
2026-02-07,Onyeka Okongwu,Charlotte Hornets @ Atlanta Hawks,Under,15.5,-123
2026-02-07,Dyson Daniels,Charlotte Hornets @ Atlanta Hawks,Over,10.5,-117
2026-02-07,Dyson Daniels,Charlotte Hornets @ Atlanta Hawks,Under,10.5,-109
2026-02-07,Moussa Diabate,Charlotte Hornets @ Atlanta Hawks,Over,9.5,-112
2026-02-07,Moussa Diabate,Charlotte Hornets @ Atlanta Hawks,Under,9.5,-113
2026-02-07,Zaccharie Risacher,Charlotte Hornets @ Atlanta Hawks,Over,9.5,-106
2026-02-07,Zaccharie Risacher,Charlotte Hornets @ Atlanta Hawks,Under,9.5,-120
2026-02-07,Ryan Kalkbrenner,Charlotte Hornets @ Atlanta Hawks,Over,6.5,100
2026-02-07,Ryan Kalkbrenner,Charlotte Hornets @ Atlanta Hawks,Under,6.5,-127
2026-02-07,Nikola Jokic,Denver Nuggets @ Chicago Bulls,Over,26.5,-121
2026-02-07,Nikola Jokic,Denver Nuggets @ Chicago Bulls,Under,26.5,-105
2026-02-07,Jamal Murray,Denver Nuggets @ Chicago Bulls,Over,25.5,-104
2026-02-07,Jamal Murray,Denver Nuggets @ Chicago Bulls,Under,25.5,-123
2026-02-07,Matas Buzelis,Denver Nuggets @ Chicago Bulls,Over,18.5,-112
2026-02-07,Matas Buzelis,Denver Nuggets @ Chicago Bulls,Under,18.5,-114
2026-02-07,Jalen Smith,Denver Nuggets @ Chicago Bulls,Over,11.5,-114
2026-02-07,Jalen Smith,Denver Nuggets @ Chicago Bulls,Under,11.5,-112
2026-02-07,Christian Braun,Denver Nuggets @ Chicago Bulls,Over,11.5,-102
2026-02-07,Christian Braun,Denver Nuggets @ Chicago Bulls,Under,11.5,-125
2026-02-07,Tim Hardaway Jr,Denver Nuggets @ Chicago Bulls,Over,10.5,-130
2026-02-07,Tim Hardaway Jr,Denver Nuggets @ Chicago Bulls,Under,10.5,102
2026-02-07,Isaac Okoro,Denver Nuggets @ Chicago Bulls,Over,10.5,-111
2026-02-07,Isaac Okoro,Denver Nuggets @ Chicago Bulls,Under,10.5,-115
2026-02-07,Cameron Johnson,Denver Nuggets @ Chicago Bulls,Over,9.5,-110
2026-02-07,Cameron Johnson,Denver Nuggets @ Chicago Bulls,Under,9.5,-116
2026-02-07,Patrick Williams,Denver Nuggets @ Chicago Bulls,Over,8.5,-127
2026-02-07,Patrick Williams,Denver Nuggets @ Chicago Bulls,Under,8.5,100
2026-02-07,LeBron James,Golden State Warriors @ Los Angeles Lakers,Over,23.5,-107
2026-02-07,LeBron James,Golden State Warriors @ Los Angeles Lakers,Under,23.5,-119
2026-02-07,Austin Reaves,Golden State Warriors @ Los Angeles Lakers,Over,23.5,-103
2026-02-07,Austin Reaves,Golden State Warriors @ Los Angeles Lakers,Under,23.5,-124
2026-02-07,De'Anthony Melton,Golden State Warriors @ Los Angeles Lakers,Over,16.5,-101
2026-02-07,De'Anthony Melton,Golden State Warriors @ Los Angeles Lakers,Under,16.5,-126
2026-02-07,Moses Moody,Golden State Warriors @ Los Angeles Lakers,Over,14.5,-106
2026-02-07,Moses Moody,Golden State Warriors @ Los Angeles Lakers,Under,14.5,-121
2026-02-07,Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,Over,11.5,-120
2026-02-07,Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,Under,11.5,-107
2026-02-07,Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,Over,11.5,-116
2026-02-07,Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,Under,11.5,-110
2026-02-07,Deandre Ayton,Golden State Warriors @ Los Angeles Lakers,Over,11.5,-104
2026-02-07,Deandre Ayton,Golden State Warriors @ Los Angeles Lakers,Under,11.5,-123
2026-02-07,Marcus Smart,Golden State Warriors @ Los Angeles Lakers,Over,10.5,-105
2026-02-07,Marcus Smart,Golden State Warriors @ Los Angeles Lakers,Under,10.5,-121
2026-02-07,Al Horford,Golden State Warriors @ Los Angeles Lakers,Over,9.5,-108
2026-02-07,Al Horford,Golden State Warriors @ Los Angeles Lakers,Under,9.5,-118
2026-02-07,Jake LaRavia,Golden State Warriors @ Los Angeles Lakers,Over,9.5,101
2026-02-07,Jake LaRavia,Golden State Warriors @ Los Angeles Lakers,Under,9.5,-129
2026-02-07,Quinten Post,Golden State Warriors @ Los Angeles Lakers,Over,8.5,-117
2026-02-07,Quinten Post,Golden State Warriors @ Los Angeles Lakers,Under,8.5,-109
2026-02-07,Draymond Green,Golden State Warriors @ Los Angeles Lakers,Over,8.5,-111
2026-02-07,Draymond Green,Golden State Warriors @ Los Angeles Lakers,Under,8.5,-115
2026-02-07,Jaxson Hayes,Golden State Warriors @ Los Angeles Lakers,Over,5.5,-116
2026-02-07,Jaxson Hayes,Golden State Warriors @ Los Angeles Lakers,Under,5.5,-110
2026-02-07,Joel Embiid,Philadelphia 76ers @ Phoenix Suns,Over,28.5,-117
2026-02-07,Joel Embiid,Philadelphia 76ers @ Phoenix Suns,Under,28.5,-109
2026-02-07,Tyrese Maxey,Philadelphia 76ers @ Phoenix Suns,Over,25.5,-119
2026-02-07,Tyrese Maxey,Philadelphia 76ers @ Phoenix Suns,Under,25.5,-107
2026-02-07,Devin Booker,Philadelphia 76ers @ Phoenix Suns,Over,22.5,-110
2026-02-07,Devin Booker,Philadelphia 76ers @ Phoenix Suns,Under,22.5,-115
2026-02-07,Dillon Brooks,Philadelphia 76ers @ Phoenix Suns,Over,19.5,-109
2026-02-07,Dillon Brooks,Philadelphia 76ers @ Phoenix Suns,Under,19.5,-117
2026-02-07,VJ Edgecombe,Philadelphia 76ers @ Phoenix Suns,Over,14.5,-115
2026-02-07,VJ Edgecombe,Philadelphia 76ers @ Phoenix Suns,Under,14.5,-111
2026-02-07,Collin Gillespie,Philadelphia 76ers @ Phoenix Suns,Over,14.5,-114
2026-02-07,Collin Gillespie,Philadelphia 76ers @ Phoenix Suns,Under,14.5,-112
2026-02-07,Kelly Oubre Jr,Philadelphia 76ers @ Phoenix Suns,Over,14.5,-102
2026-02-07,Kelly Oubre Jr,Philadelphia 76ers @ Phoenix Suns,Under,14.5,-126
2026-02-07,Mark Williams,Philadelphia 76ers @ Phoenix Suns,Over,11.5,-104
2026-02-07,Mark Williams,Philadelphia 76ers @ Phoenix Suns,Under,11.5,-122
2026-02-07,Quentin Grimes,Philadelphia 76ers @ Phoenix Suns,Over,10.5,-119
2026-02-07,Quentin Grimes,Philadelphia 76ers @ Phoenix Suns,Under,10.5,-107
2026-02-07,Jordan Goodwin,Philadelphia 76ers @ Phoenix Suns,Over,9.5,-114
2026-02-07,Jordan Goodwin,Philadelphia 76ers @ Phoenix Suns,Under,9.5,-112
2026-02-07,Royce O'Neale,Philadelphia 76ers @ Phoenix Suns,Over,8.5,-116
2026-02-07,Royce O'Neale,Philadelphia 76ers @ Phoenix Suns,Under,8.5,-110
2026-02-07,Oso Ighodaro,Philadelphia 76ers @ Phoenix Suns,Over,6.5,109
2026-02-07,Oso Ighodaro,Philadelphia 76ers @ Phoenix Suns,Under,6.5,-139
2026-02-07,Donovan Mitchell,Cleveland Cavaliers @ Sacramento Kings,Over,28.5,-107
2026-02-07,Donovan Mitchell,Cleveland Cavaliers @ Sacramento Kings,Under,28.5,-119
2026-02-07,DeMar DeRozan,Cleveland Cavaliers @ Sacramento Kings,Over,16.5,-115
2026-02-07,DeMar DeRozan,Cleveland Cavaliers @ Sacramento Kings,Under,16.5,-111
2026-02-07,Zach LaVine,Cleveland Cavaliers @ Sacramento Kings,Over,16.5,-105
2026-02-07,Zach LaVine,Cleveland Cavaliers @ Sacramento Kings,Under,16.5,-122
2026-02-07,Jaylon Tyson,Cleveland Cavaliers @ Sacramento Kings,Over,15.5,-111
2026-02-07,Jaylon Tyson,Cleveland Cavaliers @ Sacramento Kings,Under,15.5,-115
2026-02-07,Jarrett Allen,Cleveland Cavaliers @ Sacramento Kings,Over,14.5,101
2026-02-07,Jarrett Allen,Cleveland Cavaliers @ Sacramento Kings,Under,14.5,-129
2026-02-07,Domantas Sabonis,Cleveland Cavaliers @ Sacramento Kings,Over,13.5,-118
2026-02-07,Domantas Sabonis,Cleveland Cavaliers @ Sacramento Kings,Under,13.5,-108
2026-02-07,Russell Westbrook,Cleveland Cavaliers @ Sacramento Kings,Over,12.5,-124
2026-02-07,Russell Westbrook,Cleveland Cavaliers @ Sacramento Kings,Under,12.5,-103
2026-02-07,Sam Merrill,Cleveland Cavaliers @ Sacramento Kings,Over,11.5,-127
2026-02-07,Sam Merrill,Cleveland Cavaliers @ Sacramento Kings,Under,11.5,100
2026-02-07,Nique Clifford,Cleveland Cavaliers @ Sacramento Kings,Over,8.5,101
2026-02-07,Nique Clifford,Cleveland Cavaliers @ Sacramento Kings,Under,8.5,-129
2026-02-07,Dean Wade,Cleveland Cavaliers @ Sacramento Kings,Over,5.5,-119
2026-02-07,Dean Wade,Cleveland Cavaliers @ Sacramento Kings,Under,5.5,-108
2026-02-07,Deni Avdija,Memphis Grizzlies @ Portland Trail Blazers,Over,22.5,-106
2026-02-07,Deni Avdija,Memphis Grizzlies @ Portland Trail Blazers,Under,22.5,-120
2026-02-07,Jerami Grant,Memphis Grizzlies @ Portland Trail Blazers,Over,17.5,-113
2026-02-07,Jerami Grant,Memphis Grizzlies @ Portland Trail Blazers,Under,17.5,-113
2026-02-07,Ty Jerome,Memphis Grizzlies @ Portland Trail Blazers,Over,14.5,-125
2026-02-07,Ty Jerome,Memphis Grizzlies @ Portland Trail Blazers,Under,14.5,-102
2026-02-07,G.G. Jackson,Memphis Grizzlies @ Portland Trail Blazers,Over,14.5,-108
2026-02-07,G.G. Jackson,Memphis Grizzlies @ Portland Trail Blazers,Under,14.5,-118
2026-02-07,Jrue Holiday,Memphis Grizzlies @ Portland Trail Blazers,Over,13.5,-122
2026-02-07,Jrue Holiday,Memphis Grizzlies @ Portland Trail Blazers,Under,13.5,-104
2026-02-07,Cedric Coward,Memphis Grizzlies @ Portland Trail Blazers,Over,13.5,-120
2026-02-07,Cedric Coward,Memphis Grizzlies @ Portland Trail Blazers,Under,13.5,-106
2026-02-07,Toumani Camara,Memphis Grizzlies @ Portland Trail Blazers,Over,13.5,-103
2026-02-07,Toumani Camara,Memphis Grizzlies @ Portland Trail Blazers,Under,13.5,-124
2026-02-07,Santi Aldama,Memphis Grizzlies @ Portland Trail Blazers,Over,13.5,-102
2026-02-07,Santi Aldama,Memphis Grizzlies @ Portland Trail Blazers,Under,13.5,-124
2026-02-07,Jaylen Wells,Memphis Grizzlies @ Portland Trail Blazers,Over,12.5,-127
2026-02-07,Jaylen Wells,Memphis Grizzlies @ Portland Trail Blazers,Under,12.5,100
2026-02-07,Donovan Clingan,Memphis Grizzlies @ Portland Trail Blazers,Over,12.5,-109
2026-02-07,Donovan Clingan,Memphis Grizzlies @ Portland Trail Blazers,Under,12.5,-117
2026-02-07,Scoot Henderson,Memphis Grizzlies @ Portland Trail Blazers,Over,10.5,-101
2026-02-07,Scoot Henderson,Memphis Grizzlies @ Portland Trail Blazers,Under,10.5,-126
2026-02-07,Walter Clayton Jr.,Memphis Grizzlies @ Portland Trail Blazers,Over,9.5,-124
2026-02-07,Walter Clayton Jr.,Memphis Grizzlies @ Portland Trail Blazers,Under,9.5,-103
2026-02-07,Robert Williams,Memphis Grizzlies @ Portland Trail Blazers,Over,8.5,-106
2026-02-07,Robert Williams,Memphis Grizzlies @ Portland Trail Blazers,Under,8.5,-120
2026-02-06,Jaylen Brown,Miami Heat @ Boston Celtics,Over,30.5,-106
2026-02-06,Jaylen Brown,Miami Heat @ Boston Celtics,Under,30.5,-121
2026-02-06,Norman Powell,Miami Heat @ Boston Celtics,Over,21.5,-118
2026-02-06,Norman Powell,Miami Heat @ Boston Celtics,Under,21.5,-108
2026-02-06,Bam Adebayo,Miami Heat @ Boston Celtics,Over,18.5,-123
2026-02-06,Bam Adebayo,Miami Heat @ Boston Celtics,Under,18.5,-104
2026-02-06,Derrick White,Miami Heat @ Boston Celtics,Over,17.5,-105
2026-02-06,Derrick White,Miami Heat @ Boston Celtics,Under,17.5,-122
2026-02-06,Payton Pritchard,Miami Heat @ Boston Celtics,Over,16.5,-119
2026-02-06,Payton Pritchard,Miami Heat @ Boston Celtics,Under,16.5,-107
2026-02-06,Andrew Wiggins,Miami Heat @ Boston Celtics,Over,14.5,-104
2026-02-06,Andrew Wiggins,Miami Heat @ Boston Celtics,Under,14.5,-122
2026-02-06,Jaime Jaquez Jr,Miami Heat @ Boston Celtics,Over,13.5,-111
2026-02-06,Jaime Jaquez Jr,Miami Heat @ Boston Celtics,Under,13.5,-115
2026-02-06,Pelle Larsson,Miami Heat @ Boston Celtics,Over,10.5,-126
2026-02-06,Pelle Larsson,Miami Heat @ Boston Celtics,Under,10.5,-101
2026-02-06,Sam Hauser,Miami Heat @ Boston Celtics,Over,10.5,-109
2026-02-06,Sam Hauser,Miami Heat @ Boston Celtics,Under,10.5,-117
2026-02-06,Davion Mitchell,Miami Heat @ Boston Celtics,Over,8.5,-115
2026-02-06,Davion Mitchell,Miami Heat @ Boston Celtics,Under,8.5,-111
2026-02-06,Neemias Queta,Miami Heat @ Boston Celtics,Over,8.5,-109
2026-02-06,Neemias Queta,Miami Heat @ Boston Celtics,Under,8.5,-117
2026-02-06,Simone Fontecchio,Miami Heat @ Boston Celtics,Over,7.5,-129
2026-02-06,Simone Fontecchio,Miami Heat @ Boston Celtics,Under,7.5,101
2026-02-06,Baylor Scheierman,Miami Heat @ Boston Celtics,Over,6.5,111
2026-02-06,Baylor Scheierman,Miami Heat @ Boston Celtics,Under,6.5,-141
2026-02-06,Jalen Brunson,New York Knicks @ Detroit Pistons,Over,26.5,-123
2026-02-06,Jalen Brunson,New York Knicks @ Detroit Pistons,Under,26.5,-104
2026-02-06,Cade Cunningham,New York Knicks @ Detroit Pistons,Over,25.5,-103
2026-02-06,Cade Cunningham,New York Knicks @ Detroit Pistons,Under,25.5,-124
2026-02-06,Karl-Anthony Towns,New York Knicks @ Detroit Pistons,Over,18.5,100
2026-02-06,Karl-Anthony Towns,New York Knicks @ Detroit Pistons,Under,18.5,-128
2026-02-06,OG Anunoby,New York Knicks @ Detroit Pistons,Over,17.5,-102
2026-02-06,OG Anunoby,New York Knicks @ Detroit Pistons,Under,17.5,-125
2026-02-06,Mikal Bridges,New York Knicks @ Detroit Pistons,Over,15.5,-103
2026-02-06,Mikal Bridges,New York Knicks @ Detroit Pistons,Under,15.5,-124
2026-02-06,Tobias Harris,New York Knicks @ Detroit Pistons,Over,14.5,-102
2026-02-06,Tobias Harris,New York Knicks @ Detroit Pistons,Under,14.5,-125
2026-02-06,Josh Hart,New York Knicks @ Detroit Pistons,Over,11.5,-111
2026-02-06,Josh Hart,New York Knicks @ Detroit Pistons,Under,11.5,-114
2026-02-06,Duncan Robinson,New York Knicks @ Detroit Pistons,Over,10.5,-126
2026-02-06,Duncan Robinson,New York Knicks @ Detroit Pistons,Under,10.5,-101
2026-02-06,Ausar Thompson,New York Knicks @ Detroit Pistons,Over,10.5,-108
2026-02-06,Ausar Thompson,New York Knicks @ Detroit Pistons,Under,10.5,-118
2026-02-06,Isaiah Stewart II,New York Knicks @ Detroit Pistons,Over,10.5,-102
2026-02-06,Isaiah Stewart II,New York Knicks @ Detroit Pistons,Under,10.5,-125
2026-02-06,Ron Holland,New York Knicks @ Detroit Pistons,Over,8.5,103
2026-02-06,Ron Holland,New York Knicks @ Detroit Pistons,Under,8.5,-131
2026-02-06,Jordan Clarkson,New York Knicks @ Detroit Pistons,Over,7.5,-123
2026-02-06,Jordan Clarkson,New York Knicks @ Detroit Pistons,Under,7.5,-104
2026-02-06,Mitchell Robinson,New York Knicks @ Detroit Pistons,Over,4.5,-107
2026-02-06,Mitchell Robinson,New York Knicks @ Detroit Pistons,Under,4.5,-119
2026-02-06,Pascal Siakam,Indiana Pacers @ Milwaukee Bucks,Over,24.5,-105
2026-02-06,Pascal Siakam,Indiana Pacers @ Milwaukee Bucks,Under,24.5,-121
2026-02-06,Ryan Rollins,Indiana Pacers @ Milwaukee Bucks,Over,19.5,-112
2026-02-06,Ryan Rollins,Indiana Pacers @ Milwaukee Bucks,Under,19.5,-114
2026-02-06,Andrew Nembhard,Indiana Pacers @ Milwaukee Bucks,Over,17.5,-113
2026-02-06,Andrew Nembhard,Indiana Pacers @ Milwaukee Bucks,Under,17.5,-113
2026-02-06,Kyle Kuzma,Indiana Pacers @ Milwaukee Bucks,Over,17.5,-101
2026-02-06,Kyle Kuzma,Indiana Pacers @ Milwaukee Bucks,Under,17.5,-127
2026-02-06,Kevin Porter Jr.,Indiana Pacers @ Milwaukee Bucks,Over,16.5,-102
2026-02-06,Kevin Porter Jr.,Indiana Pacers @ Milwaukee Bucks,Under,16.5,-125
2026-02-06,Aaron Nesmith,Indiana Pacers @ Milwaukee Bucks,Over,15.5,-110
2026-02-06,Aaron Nesmith,Indiana Pacers @ Milwaukee Bucks,Under,15.5,-116
2026-02-06,Bobby Portis,Indiana Pacers @ Milwaukee Bucks,Over,14.5,-111
2026-02-06,Bobby Portis,Indiana Pacers @ Milwaukee Bucks,Under,14.5,-114
2026-02-06,Myles Turner,Indiana Pacers @ Milwaukee Bucks,Over,14.5,-111
2026-02-06,Myles Turner,Indiana Pacers @ Milwaukee Bucks,Under,14.5,-115
2026-02-06,Jarace Walker,Indiana Pacers @ Milwaukee Bucks,Over,11.5,-109
2026-02-06,Jarace Walker,Indiana Pacers @ Milwaukee Bucks,Under,11.5,-117
2026-02-06,Jay Huff,Indiana Pacers @ Milwaukee Bucks,Over,10.5,-110
2026-02-06,Jay Huff,Indiana Pacers @ Milwaukee Bucks,Under,10.5,-115
2026-02-06,A.J. Green,Indiana Pacers @ Milwaukee Bucks,Over,10.5,-109
2026-02-06,A.J. Green,Indiana Pacers @ Milwaukee Bucks,Under,10.5,-117
2026-02-06,Gary Trent Jr,Indiana Pacers @ Milwaukee Bucks,Over,8.5,-131
2026-02-06,Gary Trent Jr,Indiana Pacers @ Milwaukee Bucks,Under,8.5,103
2026-02-06,T.J. McConnell,Indiana Pacers @ Milwaukee Bucks,Over,8.5,105
2026-02-06,T.J. McConnell,Indiana Pacers @ Milwaukee Bucks,Under,8.5,-134
2026-02-06,Johnny Furphy,Indiana Pacers @ Milwaukee Bucks,Over,7.5,-103
2026-02-06,Johnny Furphy,Indiana Pacers @ Milwaukee Bucks,Under,7.5,-124
2026-02-06,Anthony Edwards,New Orleans Pelicans @ Minnesota Timberwolves,Over,28.5,-104
2026-02-06,Anthony Edwards,New Orleans Pelicans @ Minnesota Timberwolves,Under,28.5,-122
2026-02-06,Trey Murphy III,New Orleans Pelicans @ Minnesota Timberwolves,Over,22.5,-105
2026-02-06,Trey Murphy III,New Orleans Pelicans @ Minnesota Timberwolves,Under,22.5,-121
2026-02-06,Zion Williamson,New Orleans Pelicans @ Minnesota Timberwolves,Over,21.5,-105
2026-02-06,Zion Williamson,New Orleans Pelicans @ Minnesota Timberwolves,Under,21.5,-122
2026-02-06,Julius Randle,New Orleans Pelicans @ Minnesota Timberwolves,Over,20.5,-117
2026-02-06,Julius Randle,New Orleans Pelicans @ Minnesota Timberwolves,Under,20.5,-109
2026-02-06,Saddiq Bey,New Orleans Pelicans @ Minnesota Timberwolves,Over,16.5,-101
2026-02-06,Saddiq Bey,New Orleans Pelicans @ Minnesota Timberwolves,Under,16.5,-126
2026-02-06,Jaden McDaniels,New Orleans Pelicans @ Minnesota Timberwolves,Over,14.5,-125
2026-02-06,Jaden McDaniels,New Orleans Pelicans @ Minnesota Timberwolves,Under,14.5,-102
