date,player,game,side,line,american_odds
2026-04-10,James Harden,Cleveland Cavaliers @ Atlanta Hawks,Over,22.5,-123
2026-04-10,James Harden,Cleveland Cavaliers @ Atlanta Hawks,Under,22.5,-103
2026-04-10,Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,Over,21.5,-115
2026-04-10,Jalen Johnson,Cleveland Cavaliers @ Atlanta Hawks,Under,21.5,-111
2026-04-10,Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,Over,21.5,-103
2026-04-10,Nickeil Alexander-Walker,Cleveland Cavaliers @ Atlanta Hawks,Under,21.5,-124
2026-04-10,C.J. McCollum,Cleveland Cavaliers @ Atlanta Hawks,Over,18.5,-112
2026-04-10,C.J. McCollum,Cleveland Cavaliers @ Atlanta Hawks,Under,18.5,-114
2026-04-10,Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,Over,18.5,-104
2026-04-10,Evan Mobley,Cleveland Cavaliers @ Atlanta Hawks,Under,18.5,-123
2026-04-10,Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,Over,15.5,-108
2026-04-10,Onyeka Okongwu,Cleveland Cavaliers @ Atlanta Hawks,Under,15.5,-118
2026-04-10,Jonathan Kuminga,Cleveland Cavaliers @ Atlanta Hawks,Over,12.5,-120
2026-04-10,Jonathan Kuminga,Cleveland Cavaliers @ Atlanta Hawks,Under,12.5,-106
2026-04-10,Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,Over,11.5,-130
2026-04-10,Dyson Daniels,Cleveland Cavaliers @ Atlanta Hawks,Under,11.5,102
2026-04-10,Max Strus,Cleveland Cavaliers @ Atlanta Hawks,Over,10.5,-118
2026-04-10,Max Strus,Cleveland Cavaliers @ Atlanta Hawks,Under,10.5,-108
2026-04-10,LaMelo Ball,Detroit Pistons @ Charlotte Hornets,Over,22.5,-104
2026-04-10,LaMelo Ball,Detroit Pistons @ Charlotte Hornets,Under,22.5,-123
2026-04-10,Brandon Miller,Detroit Pistons @ Charlotte Hornets,Over,19.5,-115
2026-04-10,Brandon Miller,Detroit Pistons @ Charlotte Hornets,Under,19.5,-110
2026-04-10,Kon Knueppel,Detroit Pistons @ Charlotte Hornets,Over,17.5,-122
2026-04-10,Kon Knueppel,Detroit Pistons @ Charlotte Hornets,Under,17.5,-105
2026-04-10,Miles Bridges,Detroit Pistons @ Charlotte Hornets,Over,15.5,-103
2026-04-10,Miles Bridges,Detroit Pistons @ Charlotte Hornets,Under,15.5,-124
2026-04-10,Coby White,Detroit Pistons @ Charlotte Hornets,Over,13.5,-101
2026-04-10,Coby White,Detroit Pistons @ Charlotte Hornets,Under,13.5,-126
2026-04-10,Moussa Diabate,Detroit Pistons @ Charlotte Hornets,Over,6.5,-124
2026-04-10,Moussa Diabate,Detroit Pistons @ Charlotte Hornets,Under,6.5,-103
2026-04-10,Grant Williams,Detroit Pistons @ Charlotte Hornets,Over,6.5,-109
2026-04-10,Grant Williams,Detroit Pistons @ Charlotte Hornets,Under,6.5,-117
2026-04-10,Tyrese Maxey,Philadelphia 76ers @ Indiana Pacers,Over,29.5,-107
2026-04-10,Tyrese Maxey,Philadelphia 76ers @ Indiana Pacers,Under,29.5,-119
2026-04-10,Paul George,Philadelphia 76ers @ Indiana Pacers,Over,20.5,-110
2026-04-10,Paul George,Philadelphia 76ers @ Indiana Pacers,Under,20.5,-116
2026-04-10,VJ Edgecombe,Philadelphia 76ers @ Indiana Pacers,Over,17.5,-113
2026-04-10,VJ Edgecombe,Philadelphia 76ers @ Indiana Pacers,Under,17.5,-113
2026-04-10,Kelly Oubre Jr,Philadelphia 76ers @ Indiana Pacers,Over,14.5,-117
2026-04-10,Kelly Oubre Jr,Philadelphia 76ers @ Indiana Pacers,Under,14.5,-109
2026-04-10,Brandon Ingram,Toronto Raptors @ New York Knicks,Over,21.5,-113
2026-04-10,Brandon Ingram,Toronto Raptors @ New York Knicks,Under,21.5,-113
2026-04-10,R.J. Barrett,Toronto Raptors @ New York Knicks,Over,19.5,-108
2026-04-10,R.J. Barrett,Toronto Raptors @ New York Knicks,Under,19.5,-118
2026-04-10,Scottie Barnes,Toronto Raptors @ New York Knicks,Over,15.5,-113
2026-04-10,Scottie Barnes,Toronto Raptors @ New York Knicks,Under,15.5,-113
2026-04-10,Jakob Poeltl,Toronto Raptors @ New York Knicks,Over,9.5,-101
2026-04-10,Jakob Poeltl,Toronto Raptors @ New York Knicks,Under,9.5,-126
2026-04-10,Ja'Kobe Walter,Toronto Raptors @ New York Knicks,Over,7.5,-128
2026-04-10,Ja'Kobe Walter,Toronto Raptors @ New York Knicks,Under,7.5,100
2026-04-10,Jamal Shead,Toronto Raptors @ New York Knicks,Over,6.5,107
2026-04-10,Jamal Shead,Toronto Raptors @ New York Knicks,Under,6.5,-136
2026-04-10,Paolo Banchero,Orlando Magic @ Chicago Bulls,Over,22.5,-125
2026-04-10,Paolo Banchero,Orlando Magic @ Chicago Bulls,Under,22.5,-102
2026-04-10,Desmond Bane,Orlando Magic @ Chicago Bulls,Over,20.5,-109
2026-04-10,Desmond Bane,Orlando Magic @ Chicago Bulls,Under,20.5,-117
2026-04-10,Franz Wagner,Orlando Magic @ Chicago Bulls,Over,14.5,-124
2026-04-10,Franz Wagner,Orlando Magic @ Chicago Bulls,Under,14.5,-103
2026-04-10,Jalen Suggs,Orlando Magic @ Chicago Bulls,Over,13.5,-109
2026-04-10,Jalen Suggs,Orlando Magic @ Chicago Bulls,Under,13.5,-117
2026-04-10,Wendell Carter Jr,Orlando Magic @ Chicago Bulls,Over,11.5,-101
2026-04-10,Wendell Carter Jr,Orlando Magic @ Chicago Bulls,Under,11.5,-126
2026-04-10,Anthony Black,Orlando Magic @ Chicago Bulls,Over,9.5,-124
2026-04-10,Anthony Black,Orlando Magic @ Chicago Bulls,Under,9.5,-103
2026-04-10,Kevin Durant,Minnesota Timberwolves @ Houston Rockets,Over,25.5,-110
2026-04-10,Kevin Durant,Minnesota Timberwolves @ Houston Rockets,Under,25.5,-116
2026-04-10,Alperen Sengun,Minnesota Timberwolves @ Houston Rockets,Over,18.5,-122
2026-04-10,Alperen Sengun,Minnesota Timberwolves @ Houston Rockets,Under,18.5,-105
2026-04-10,Amen Thompson,Minnesota Timberwolves @ Houston Rockets,Over,17.5,-105
2026-04-10,Amen Thompson,Minnesota Timberwolves @ Houston Rockets,Under,17.5,-122
2026-04-10,Jabari Smith Jr,Minnesota Timberwolves @ Houston Rockets,Over,15.5,-113
2026-04-10,Jabari Smith Jr,Minnesota Timberwolves @ Houston Rockets,Under,15.5,-113
2026-04-10,Kawhi Leonard,Los Angeles Clippers @ Portland Trail Blazers,Over,26.5,-120
2026-04-10,Kawhi Leonard,Los Angeles Clippers @ Portland Trail Blazers,Under,26.5,-106
2026-04-10,Deni Avdija,Los Angeles Clippers @ Portland Trail Blazers,Over,25.5,-109
2026-04-10,Deni Avdija,Los Angeles Clippers @ Portland Trail Blazers,Under,25.5,-116
2026-04-10,Darius Garland,Los Angeles Clippers @ Portland Trail Blazers,Over,20.5,-103
2026-04-10,Darius Garland,Los Angeles Clippers @ Portland Trail Blazers,Under,20.5,-124
2026-04-10,Jrue Holiday,Los Angeles Clippers @ Portland Trail Blazers,Over,17.5,-108
2026-04-10,Jrue Holiday,Los Angeles Clippers @ Portland Trail Blazers,Under,17.5,-118
2026-04-10,Scoot Henderson,Los Angeles Clippers @ Portland Trail Blazers,Over,14.5,-117
2026-04-10,Scoot Henderson,Los Angeles Clippers @ Portland Trail Blazers,Under,14.5,-109
2026-04-10,Bennedict Mathurin,Los Angeles Clippers @ Portland Trail Blazers,Over,14.5,101
2026-04-10,Bennedict Mathurin,Los Angeles Clippers @ Portland Trail Blazers,Under,14.5,-128
2026-04-10,Toumani Camara,Los Angeles Clippers @ Portland Trail Blazers,Over,13.5,-122
2026-04-10,Toumani Camara,Los Angeles Clippers @ Portland Trail Blazers,Under,13.5,-105
2026-04-10,John Collins,Los Angeles Clippers @ Portland Trail Blazers,Over,12.5,-107
2026-04-10,John Collins,Los Angeles Clippers @ Portland Trail Blazers,Under,12.5,-120
2026-04-10,Brook Lopez,Los Angeles Clippers @ Portland Trail Blazers,Over,12.5,-104
2026-04-10,Brook Lopez,Los Angeles Clippers @ Portland Trail Blazers,Under,12.5,-123
2026-04-10,Donovan Clingan,Los Angeles Clippers @ Portland Trail Blazers,Over,12.5,101
2026-04-10,Donovan Clingan,Los Angeles Clippers @ Portland Trail Blazers,Under,12.5,-128
2026-04-10,Derrick Jones,Los Angeles Clippers @ Portland Trail Blazers,Over,8.5,-120
2026-04-10,Derrick Jones,Los Angeles Clippers @ Portland Trail Blazers,Under,8.5,-107
2026-04-10,Kris Dunn,Los Angeles Clippers @ Portland Trail Blazers,Over,5.5,105
2026-04-10,Kris Dunn,Los Angeles Clippers @ Portland Trail Blazers,Under,5.5,-134
2026-04-09,Tyler Herro,Miami Heat @ Toronto Raptors,Over,21.5,-107
2026-04-09,Tyler Herro,Miami Heat @ Toronto Raptors,Under,21.5,-119
2026-04-09,Brandon Ingram,Miami Heat @ Toronto Raptors,Over,20.5,-123
2026-04-09,Brandon Ingram,Miami Heat @ Toronto Raptors,Under,20.5,-103
2026-04-09,Bam Adebayo,Miami Heat @ Toronto Raptors,Over,20.5,-120
2026-04-09,Bam Adebayo,Miami Heat @ Toronto Raptors,Under,20.5,-106
2026-04-09,R.J. Barrett,Miami Heat @ Toronto Raptors,Over,20.5,-115
2026-04-09,R.J. Barrett,Miami Heat @ Toronto Raptors,Under,20.5,-110
2026-04-09,Norman Powell,Miami Heat @ Toronto Raptors,Over,17.5,-117
2026-04-09,Norman Powell,Miami Heat @ Toronto Raptors,Under,17.5,-109
2026-04-09,Scottie Barnes,Miami Heat @ Toronto Raptors,Over,17.5,-115
2026-04-09,Scottie Barnes,Miami Heat @ Toronto Raptors,Under,17.5,-111
2026-04-09,Andrew Wiggins,Miami Heat @ Toronto Raptors,Over,14.5,-110
2026-04-09,Andrew Wiggins,Miami Heat @ Toronto Raptors,Under,14.5,-116
2026-04-09,Immanuel Quickley,Miami Heat @ Toronto Raptors,Over,13.5,-105
2026-04-09,Immanuel Quickley,Miami Heat @ Toronto Raptors,Under,13.5,-121
2026-04-09,Jaime Jaquez Jr,Miami Heat @ Toronto Raptors,Over,12.5,-106
2026-04-09,Jaime Jaquez Jr,Miami Heat @ Toronto Raptors,Under,12.5,-120
2026-04-09,Jakob Poeltl,Miami Heat @ Toronto Raptors,Over,11.5,-109
2026-04-09,Jakob Poeltl,Miami Heat @ Toronto Raptors,Under,11.5,-117
2026-04-09,Pelle Larsson,Miami Heat @ Toronto Raptors,Over,11.5,-103
2026-04-09,Pelle Larsson,Miami Heat @ Toronto Raptors,Under,11.5,-124
2026-04-09,Sandro Mamukelashvili,Miami Heat @ Toronto Raptors,Over,9.5,-128
2026-04-09,Sandro Mamukelashvili,Miami Heat @ Toronto Raptors,Under,9.5,101
2026-04-09,Davion Mitchell,Miami Heat @ Toronto Raptors,Over,8.5,-115
2026-04-09,Davion Mitchell,Miami Heat @ Toronto Raptors,Under,8.5,-111
2026-04-09,Ja'Kobe Walter,Miami Heat @ Toronto Raptors,Over,8.5,-108
2026-04-09,Ja'Kobe Walter,Miami Heat @ Toronto Raptors,Under,8.5,-118
2026-04-09,Jamal Shead,Miami Heat @ Toronto Raptors,Over,5.5,-129
2026-04-09,Jamal Shead,Miami Heat @ Toronto Raptors,Under,5.5,101
2026-04-09,Jalen Brunson,Boston Celtics @ New York Knicks,Over,25.5,-111
2026-04-09,Jalen Brunson,Boston Celtics @ New York Knicks,Under,25.5,-114
2026-04-09,Karl-Anthony Towns,Boston Celtics @ New York Knicks,Over,18.5,-107
2026-04-09,Karl-Anthony Towns,Boston Celtics @ New York Knicks,Under,18.5,-119
2026-04-09,OG Anunoby,Boston Celtics @ New York Knicks,Over,16.5,-105
2026-04-09,OG Anunoby,Boston Celtics @ New York Knicks,Under,16.5,-122
2026-04-09,Mikal Bridges,Boston Celtics @ New York Knicks,Over,12.5,-102
2026-04-09,Mikal Bridges,Boston Celtics @ New York Knicks,Under,12.5,-125
2026-04-09,Josh Hart,Boston Celtics @ New York Knicks,Over,11.5,100
2026-04-09,Josh Hart,Boston Celtics @ New York Knicks,Under,11.5,-127
2026-04-09,Joel Embiid,Philadelphia 76ers @ Houston Rockets,Over,27.5,-123
2026-04-09,Joel Embiid,Philadelphia 76ers @ Houston Rockets,Under,27.5,-104
2026-04-09,Kevin Durant,Philadelphia 76ers @ Houston Rockets,Over,25.5,-115
2026-04-09,Kevin Durant,Philadelphia 76ers @ Houston Rockets,Under,25.5,-111
2026-04-09,Tyrese Maxey,Philadelphia 76ers @ Houston Rockets,Over,24.5,-112
2026-04-09,Tyrese Maxey,Philadelphia 76ers @ Houston Rockets,Under,24.5,-114
2026-04-09,Alperen Sengun,Philadelphia 76ers @ Houston Rockets,Over,18.5,-103
2026-04-09,Alperen Sengun,Philadelphia 76ers @ Houston Rockets,Under,18.5,-124
2026-04-09,Amen Thompson,Philadelphia 76ers @ Houston Rockets,Over,17.5,-116
2026-04-09,Amen Thompson,Philadelphia 76ers @ Houston Rockets,Under,17.5,-110
2026-04-09,Paul George,Philadelphia 76ers @ Houston Rockets,Over,16.5,-113
2026-04-09,Paul George,Philadelphia 76ers @ Houston Rockets,Under,16.5,-113
2026-04-09,Jabari Smith Jr,Philadelphia 76ers @ Houston Rockets,Over,14.5,-123
2026-04-09,Jabari Smith Jr,Philadelphia 76ers @ Houston Rockets,Under,14.5,-104
2026-04-09,VJ Edgecombe,Philadelphia 76ers @ Houston Rockets,Over,13.5,-117
2026-04-09,VJ Edgecombe,Philadelphia 76ers @ Houston Rockets,Under,13.5,-109
2026-04-09,Reed Sheppard,Philadelphia 76ers @ Houston Rockets,Over,12.5,-104
2026-04-09,Reed Sheppard,Philadelphia 76ers @ Houston Rockets,Under,12.5,-122
2026-04-09,Kelly Oubre Jr,Philadelphia 76ers @ Houston Rockets,Over,10.5,-102
2026-04-09,Kelly Oubre Jr,Philadelphia 76ers @ Houston Rockets,Under,10.5,-125
2026-04-09,Tari Eason,Philadelphia 76ers @ Houston Rockets,Over,9.5,-111
2026-04-09,Tari Eason,Philadelphia 76ers @ Houston Rockets,Under,9.5,-115
2026-04-09,Quentin Grimes,Philadelphia 76ers @ Houston Rockets,Over,8.5,-112
2026-04-09,Quentin Grimes,Philadelphia 76ers @ Houston Rockets,Under,8.5,-114
2026-04-09,Aaron Holiday,Philadelphia 76ers @ Houston Rockets,Over,5.5,-127
2026-04-09,Aaron Holiday,Philadelphia 76ers @ Houston Rockets,Under,5.5,-101
2026-04-09,LeBron James,Los Angeles Lakers @ Golden State Warriors,Over,24.5,-113
2026-04-09,LeBron James,Los Angeles Lakers @ Golden State Warriors,Under,24.5,-112
2026-04-09,Rui Hachimura,Los Angeles Lakers @ Golden State Warriors,Over,14.5,-106
2026-04-09,Rui Hachimura,Los Angeles Lakers @ Golden State Warriors,Under,14.5,-120
2026-04-09,Luke Kennard,Los Angeles Lakers @ Golden State Warriors,Over,12.5,-125
2026-04-09,Luke Kennard,Los Angeles Lakers @ Golden State Warriors,Under,12.5,-102
2026-04-09,Deandre Ayton,Los Angeles Lakers @ Golden State Warriors,Over,11.5,-121
2026-04-09,Deandre Ayton,Los Angeles Lakers @ Golden State Warriors,Under,11.5,-105
2026-04-09,Jake LaRavia,Los Angeles Lakers @ Golden State Warriors,Over,11.5,-118
2026-04-09,Jake LaRavia,Los Angeles Lakers @ Golden State Warriors,Under,11.5,-108
2026-04-09,Marcus Smart,Los Angeles Lakers @ Golden State Warriors,Over,10.5,-110
2026-04-09,Marcus Smart,Los Angeles Lakers @ Golden State Warriors,Under,10.5,-116
2026-04-08,Donovan Mitchell,Atlanta Hawks @ Cleveland Cavaliers,Over,24.5,-125
2026-04-08,Donovan Mitchell,Atlanta Hawks @ Cleveland Cavaliers,Under,24.5,-102
2026-04-08,Jalen Johnson,Atlanta Hawks @ Cleveland Cavaliers,Over,21.5,-120
2026-04-08,Jalen Johnson,Atlanta Hawks @ Cleveland Cavaliers,Under,21.5,-106
2026-04-08,Nickeil Alexander-Walker,Atlanta Hawks @ Cleveland Cavaliers,Over,20.5,-112
2026-04-08,Nickeil Alexander-Walker,Atlanta Hawks @ Cleveland Cavaliers,Under,20.5,-114
2026-04-08,James Harden,Atlanta Hawks @ Cleveland Cavaliers,Over,20.5,-107
2026-04-08,James Harden,Atlanta Hawks @ Cleveland Cavaliers,Under,20.5,-119
2026-04-08,Evan Mobley,Atlanta Hawks @ Cleveland Cavaliers,Over,18.5,-121
2026-04-08,Evan Mobley,Atlanta Hawks @ Cleveland Cavaliers,Under,18.5,-105
2026-04-08,C.J. McCollum,Atlanta Hawks @ Cleveland Cavaliers,Over,18.5,-108
2026-04-08,C.J. McCollum,Atlanta Hawks @ Cleveland Cavaliers,Under,18.5,-118
2026-04-08,Jarrett Allen,Atlanta Hawks @ Cleveland Cavaliers,Over,14.5,-118
2026-04-08,Jarrett Allen,Atlanta Hawks @ Cleveland Cavaliers,Under,14.5,-108
2026-04-08,Onyeka Okongwu,Atlanta Hawks @ Cleveland Cavaliers,Over,14.5,-104
2026-04-08,Onyeka Okongwu,Atlanta Hawks @ Cleveland Cavaliers,Under,14.5,-122
2026-04-08,Dyson Daniels,Atlanta Hawks @ Cleveland Cavaliers,Over,10.5,-117
2026-04-08,Dyson Daniels,Atlanta Hawks @ Cleveland Cavaliers,Under,10.5,-109
2026-04-08,Max Strus,Atlanta Hawks @ Cleveland Cavaliers,Over,10.5,-114
2026-04-08,Max Strus,Atlanta Hawks @ Cleveland Cavaliers,Under,10.5,-111
2026-04-08,Sam Merrill,Atlanta Hawks @ Cleveland Cavaliers,Over,10.5,-112
2026-04-08,Sam Merrill,Atlanta Hawks @ Cleveland Cavaliers,Under,10.5,-113
2026-04-08,Jonathan Kuminga,Atlanta Hawks @ Cleveland Cavaliers,Over,10.5,102
2026-04-08,Jonathan Kuminga,Atlanta Hawks @ Cleveland Cavaliers,Under,10.5,-130
2026-04-08,Julius Randle,Minnesota Timberwolves @ Orlando Magic,Over,22.5,-106
2026-04-08,Julius Randle,Minnesota Timberwolves @ Orlando Magic,Under,22.5,-120
2026-04-08,Paolo Banchero,Minnesota Timberwolves @ Orlando Magic,Over,22.5,-106
2026-04-08,Paolo Banchero,Minnesota Timberwolves @ Orlando Magic,Under,22.5,-120
2026-04-08,Desmond Bane,Minnesota Timberwolves @ Orlando Magic,Over,19.5,-102
2026-04-08,Desmond Bane,Minnesota Timberwolves @ Orlando Magic,Under,19.5,-125
2026-04-08,Ayo Dosunmu,Minnesota Timberwolves @ Orlando Magic,Over,17.5,-112
2026-04-08,Ayo Dosunmu,Minnesota Timberwolves @ Orlando Magic,Under,17.5,-114
2026-04-08,Jalen Suggs,Minnesota Timberwolves @ Orlando Magic,Over,14.5,-105
2026-04-08,Jalen Suggs,Minnesota Timberwolves @ Orlando Magic,Under,14.5,-122
2026-04-08,Naz Reid,Minnesota Timberwolves @ Orlando Magic,Over,13.5,-116
2026-04-08,Naz Reid,Minnesota Timberwolves @ Orlando Magic,Under,13.5,-109
2026-04-08,Franz Wagner,Minnesota Timberwolves @ Orlando Magic,Over,13.5,-105
2026-04-08,Franz Wagner,Minnesota Timberwolves @ Orlando Magic,Under,13.5,-122
2026-04-08,Donte DiVincenzo,Minnesota Timberwolves @ Orlando Magic,Over,12.5,-120
2026-04-08,Donte DiVincenzo,Minnesota Timberwolves @ Orlando Magic,Under,12.5,-107
2026-04-08,Rudy Gobert,Minnesota Timberwolves @ Orlando Magic,Over,11.5,-130
2026-04-08,Rudy Gobert,Minnesota Timberwolves @ Orlando Magic,Under,11.5,102
2026-04-08,Wendell Carter Jr,Minnesota Timberwolves @ Orlando Magic,Over,11.5,100
2026-04-08,Wendell Carter Jr,Minnesota Timberwolves @ Orlando Magic,Under,11.5,-128
2026-04-08,Anthony Black,Minnesota Timberwolves @ Orlando Magic,Over,9.5,-108
2026-04-08,Anthony Black,Minnesota Timberwolves @ Orlando Magic,Under,9.5,-118
2026-04-08,Tristan da Silva,Minnesota Timberwolves @ Orlando Magic,Over,8.5,-107
2026-04-08,Tristan da Silva,Minnesota Timberwolves @ Orlando Magic,Under,8.5,-119
2026-04-08,Mike Conley,Minnesota Timberwolves @ Orlando Magic,Over,5.5,-113
2026-04-08,Mike Conley,Minnesota Timberwolves @ Orlando Magic,Under,5.5,-112
2026-04-08,Deni Avdija,Portland Trail Blazers @ San Antonio Spurs,Over,25.5,-107
2026-04-08,Deni Avdija,Portland Trail Blazers @ San Antonio Spurs,Under,25.5,-119
2026-04-08,De'Aaron Fox,Portland Trail Blazers @ San Antonio Spurs,Over,21.5,-104
2026-04-08,De'Aaron Fox,Portland Trail Blazers @ San Antonio Spurs,Under,21.5,-123
2026-04-08,Jrue Holiday,Portland Trail Blazers @ San Antonio Spurs,Over,18.5,-119
2026-04-08,Jrue Holiday,Portland Trail Blazers @ San Antonio Spurs,Under,18.5,-107
2026-04-08,Dylan Harper,Portland Trail Blazers @ San Antonio Spurs,Over,17.5,-123
2026-04-08,Dylan Harper,Portland Trail Blazers @ San Antonio Spurs,Under,17.5,-104
2026-04-08,Devin Vassell,Portland Trail Blazers @ San Antonio Spurs,Over,15.5,-106
2026-04-08,Devin Vassell,Portland Trail Blazers @ San Antonio Spurs,Under,15.5,-121
2026-04-08,Toumani Camara,Portland Trail Blazers @ San Antonio Spurs,Over,15.5,-105
2026-04-08,Toumani Camara,Portland Trail Blazers @ San Antonio Spurs,Under,15.5,-121
2026-04-08,Scoot Henderson,Portland Trail Blazers @ San Antonio Spurs,Over,14.5,-108
2026-04-08,Scoot Henderson,Portland Trail Blazers @ San Antonio Spurs,Under,14.5,-117
2026-04-08,Julian Champagnie,Portland Trail Blazers @ San Antonio Spurs,Over,12.5,-103
2026-04-08,Julian Champagnie,Portland Trail Blazers @ San Antonio Spurs,Under,12.5,-124
2026-04-08,Donovan Clingan,Portland Trail Blazers @ San Antonio Spurs,Over,11.5,-126
2026-04-08,Donovan Clingan,Portland Trail Blazers @ San Antonio Spurs,Under,11.5,-101
2026-04-08,Harrison Barnes,Portland Trail Blazers @ San Antonio Spurs,Over,8.5,-131
2026-04-08,Harrison Barnes,Portland Trail Blazers @ San Antonio Spurs,Under,8.5,102
2026-04-08,Matisse Thybulle,Portland Trail Blazers @ San Antonio Spurs,Over,8.5,-114
2026-04-08,Matisse Thybulle,Portland Trail Blazers @ San Antonio Spurs,Under,8.5,-111
2026-04-08,Luke Kornet,Portland Trail Blazers @ San Antonio Spurs,Over,8.5,-111
2026-04-08,Luke Kornet,Portland Trail Blazers @ San Antonio Spurs,Under,8.5,-115
2026-04-08,Robert Williams,Portland Trail Blazers @ San Antonio Spurs,Over,6.5,-112
2026-04-08,Robert Williams,Portland Trail Blazers @ San Antonio Spurs,Under,6.5,-114
2026-04-08,Nikola Jokic,Memphis Grizzlies @ Denver Nuggets,Over,24.5,-104
2026-04-08,Nikola Jokic,Memphis Grizzlies @ Denver Nuggets,Under,24.5,-122
2026-04-08,Jamal Murray,Memphis Grizzlies @ Denver Nuggets,Over,23.5,-112
2026-04-08,Jamal Murray,Memphis Grizzlies @ Denver Nuggets,Under,23.5,-113
2026-04-08,Aaron Gordon,Memphis Grizzlies @ Denver Nuggets,Over,15.5,-124
2026-04-08,Aaron Gordon,Memphis Grizzlies @ Denver Nuggets,Under,15.5,-103
2026-04-08,Christian Braun,Memphis Grizzlies @ Denver Nuggets,Over,11.5,-128
2026-04-08,Christian Braun,Memphis Grizzlies @ Denver Nuggets,Under,11.5,101
2026-04-08,Tim Hardaway Jr,Memphis Grizzlies @ Denver Nuggets,Over,11.5,-128
2026-04-08,Tim Hardaway Jr,Memphis Grizzlies @ Denver Nuggets,Under,11.5,100
2026-04-08,Cameron Johnson,Memphis Grizzlies @ Denver Nuggets,Over,11.5,-127
2026-04-08,Cameron Johnson,Memphis Grizzlies @ Denver Nuggets,Under,11.5,100
2026-04-08,Cooper Flagg,Dallas Mavericks @ Phoenix Suns,Over,26.5,-109
2026-04-08,Cooper Flagg,Dallas Mavericks @ Phoenix Suns,Under,26.5,-116
2026-04-08,Kawhi Leonard,Oklahoma City Thunder @ Los Angeles Clippers,Over,26.5,-109
2026-04-08,Kawhi Leonard,Oklahoma City Thunder @ Los Angeles Clippers,Under,26.5,-117
2026-04-08,Darius Garland,Oklahoma City Thunder @ Los Angeles Clippers,Over,18.5,-108
2026-04-08,Darius Garland,Oklahoma City Thunder @ Los Angeles Clippers,Under,18.5,-118
2026-04-08,Brook Lopez,Oklahoma City Thunder @ Los Angeles Clippers,Over,9.5,103
2026-04-08,Brook Lopez,Oklahoma City Thunder @ Los Angeles Clippers,Under,9.5,-132
2026-04-08,Derrick Jones,Oklahoma City Thunder @ Los Angeles Clippers,Over,7.5,-123
2026-04-08,Derrick Jones,Oklahoma City Thunder @ Los Angeles Clippers,Under,7.5,-103
2026-04-08,Kris Dunn,Oklahoma City Thunder @ Los Angeles Clippers,Over,5.5,-106
2026-04-08,Kris Dunn,Oklahoma City Thunder @ Los Angeles Clippers,Under,5.5,-120
2026-04-07,Collin Sexton,Chicago Bulls @ Washington Wizards,Over,22.5,-110
2026-04-07,Collin Sexton,Chicago Bulls @ Washington Wizards,Under,22.5,-116
2026-04-07,Tre Jones,Chicago Bulls @ Washington Wizards,Over,18.5,-123
2026-04-07,Tre Jones,Chicago Bulls @ Washington Wizards,Under,18.5,-104
2026-04-07,Guerschon Yabusele,Chicago Bulls @ Washington Wizards,Over,12.5,-101
2026-04-07,Guerschon Yabusele,Chicago Bulls @ Washington Wizards,Under,12.5,-126
2026-04-07,Isaac Okoro,Chicago Bulls @ Washington Wizards,Over,10.5,-124
2026-04-07,Isaac Okoro,Chicago Bulls @ Washington Wizards,Under,10.5,-103
2026-04-07,Julius Randle,Minnesota Timberwolves @ Indiana Pacers,Over,23.5,-106
2026-04-07,Julius Randle,Minnesota Timberwolves @ Indiana Pacers,Under,23.5,-121
2026-04-07,Ayo Dosunmu,Minnesota Timberwolves @ Indiana Pacers,Over,17.5,-109
2026-04-07,Ayo Dosunmu,Minnesota Timberwolves @ Indiana Pacers,Under,17.5,-117
2026-04-07,Naz Reid,Minnesota Timberwolves @ Indiana Pacers,Over,14.5,-115
2026-04-07,Naz Reid,Minnesota Timberwolves @ Indiana Pacers,Under,14.5,-111
2026-04-07,Bones Hyland,Minnesota Timberwolves @ Indiana Pacers,Over,14.5,-102
2026-04-07,Bones Hyland,Minnesota Timberwolves @ Indiana Pacers,Under,14.5,-125
2026-04-07,Rudy Gobert,Minnesota Timberwolves @ Indiana Pacers,Over,11.5,-129
2026-04-07,Rudy Gobert,Minnesota Timberwolves @ Indiana Pacers,Under,11.5,101
2026-04-07,Donte DiVincenzo,Minnesota Timberwolves @ Indiana Pacers,Over,11.5,-103
2026-04-07,Donte DiVincenzo,Minnesota Timberwolves @ Indiana Pacers,Under,11.5,-124
2026-04-07,Brandon Ingram,Miami Heat @ Toronto Raptors,Over,22.5,-104
2026-04-07,Brandon Ingram,Miami Heat @ Toronto Raptors,Under,22.5,-123
2026-04-07,R.J. Barrett,Miami Heat @ Toronto Raptors,Over,21.5,-118
2026-04-07,R.J. Barrett,Miami Heat @ Toronto Raptors,Under,21.5,-108
2026-04-07,Tyler Herro,Miami Heat @ Toronto Raptors,Over,21.5,-113
2026-04-07,Tyler Herro,Miami Heat @ Toronto Raptors,Under,21.5,-113
2026-04-07,Bam Adebayo,Miami Heat @ Toronto Raptors,Over,19.5,-119
2026-04-07,Bam Adebayo,Miami Heat @ Toronto Raptors,Under,19.5,-107
