date,player,game,line
2025-10-21,Shai Gilgeous-Alexander,Houston Rockets @ Oklahoma City Thunder,32.5
2025-10-21,Kevin Durant,Houston Rockets @ Oklahoma City Thunder,23.5
2025-10-21,Alperen Sengun,Houston Rockets @ Oklahoma City Thunder,18.5
2025-10-21,Chet Holmgren,Houston Rockets @ Oklahoma City Thunder,16.5
2025-10-21,Amen Thompson,Houston Rockets @ Oklahoma City Thunder,15.5
2025-10-21,Jabari Smith Jr,Houston Rockets @ Oklahoma City Thunder,11.5
2025-10-21,Aaron Wiggins,Houston Rockets @ Oklahoma City Thunder,11.5
2025-10-21,Isaiah Hartenstein,Houston Rockets @ Oklahoma City Thunder,10.5
2025-10-21,Tari Eason,Houston Rockets @ Oklahoma City Thunder,10.5
2025-10-21,Luguentz Dort,Houston Rockets @ Oklahoma City Thunder,9.5
2025-10-21,Alex Caruso,Houston Rockets @ Oklahoma City Thunder,9.5
2025-10-21,Reed Sheppard,Houston Rockets @ Oklahoma City Thunder,8.5
2025-10-21,Cason Wallace,Houston Rockets @ Oklahoma City Thunder,7.5
2025-10-21,Steven Adams,Houston Rockets @ Oklahoma City Thunder,5.5
2025-10-21,Luka Doncic,Golden State Warriors @ Los Angeles Lakers,30.5
2025-10-21,Stephen Curry,Golden State Warriors @ Los Angeles Lakers,26.5
2025-10-21,Austin Reaves,Golden State Warriors @ Los Angeles Lakers,21.5
2025-10-21,Jimmy Butler,Golden State Warriors @ Los Angeles Lakers,17.5
2025-10-21,Deandre Ayton,Golden State Warriors @ Los Angeles Lakers,13.5
2025-10-21,Jonathan Kuminga,Golden State Warriors @ Los Angeles Lakers,13.5
2025-10-21,Brandin Podziemski,Golden State Warriors @ Los Angeles Lakers,13.5
2025-10-21,Rui Hachimura,Golden State Warriors @ Los Angeles Lakers,12.5
2025-10-21,Buddy Hield,Golden State Warriors @ Los Angeles Lakers,9.5
2025-10-21,Draymond Green,Golden State Warriors @ Los Angeles Lakers,8.5
2025-10-21,Marcus Smart,Golden State Warriors @ Los Angeles Lakers,7.5
2025-10-21,Gabe Vincent,Golden State Warriors @ Los Angeles Lakers,7.5
2025-10-21,Al Horford,Golden State Warriors @ Los Angeles Lakers,7.5
2025-10-21,Cam Thomas,Brooklyn Nets @ Charlotte Hornets,23.5
2025-10-21,LaMelo Ball,Brooklyn Nets @ Charlotte Hornets,22.5
2025-10-21,Michael Porter Jr,Brooklyn Nets @ Charlotte Hornets,19.5
2025-10-21,Miles Bridges,Brooklyn Nets @ Charlotte Hornets,19.5
2025-10-21,Brandon Miller,Brooklyn Nets @ Charlotte Hornets,18.5
2025-10-21,Collin Sexton,Brooklyn Nets @ Charlotte Hornets,15.5
2025-10-21,Nicolas Claxton,Brooklyn Nets @ Charlotte Hornets,10.5
2025-10-21,Kon Knueppel,Brooklyn Nets @ Charlotte Hornets,9.5
2025-10-21,Terance Mann,Brooklyn Nets @ Charlotte Hornets,8.5
2025-10-21,Moussa Diabate,Brooklyn Nets @ Charlotte Hornets,7.5
2025-10-21,Ziaire Williams,Brooklyn Nets @ Charlotte Hornets,7.5
2025-10-21,Ryan Kalkbrenner,Brooklyn Nets @ Charlotte Hornets,6.5
2025-10-21,Donovan Mitchell,Cleveland Cavaliers @ New York Knicks,26.5
2025-10-21,Jalen Brunson,Cleveland Cavaliers @ New York Knicks,24.5
2025-10-21,Karl-Anthony Towns,Cleveland Cavaliers @ New York Knicks,20.5
2025-10-21,Evan Mobley,Cleveland Cavaliers @ New York Knicks,17.5
2025-10-21,Mikal Bridges,Cleveland Cavaliers @ New York Knicks,15.5
2025-10-21,De'Andre Hunter,Cleveland Cavaliers @ New York Knicks,15.5
2025-10-21,OG Anunoby,Cleveland Cavaliers @ New York Knicks,15.5
2025-10-21,Jarrett Allen,Cleveland Cavaliers @ New York Knicks,12.5
2025-10-21,Josh Hart,Cleveland Cavaliers @ New York Knicks,9.5
2025-10-21,Sam Merrill,Cleveland Cavaliers @ New York Knicks,8.5
2025-10-21,Lonzo Ball,Cleveland Cavaliers @ New York Knicks,7.5
2025-10-21,Jaylon Tyson,Cleveland Cavaliers @ New York Knicks,6.5
2025-10-21,Guerschon Yabusele,Cleveland Cavaliers @ New York Knicks,6.5
2025-10-21,Mitchell Robinson,Cleveland Cavaliers @ New York Knicks,5.5
2025-10-21,Paolo Banchero,Miami Heat @ Orlando Magic,25.5
2025-10-21,Franz Wagner,Miami Heat @ Orlando Magic,21.5
2025-10-21,Bam Adebayo,Miami Heat @ Orlando Magic,18.5
2025-10-21,Norman Powell,Miami Heat @ Orlando Magic,18.5
2025-10-21,Desmond Bane,Miami Heat @ Orlando Magic,17.5
2025-10-21,Andrew Wiggins,Miami Heat @ Orlando Magic,16.5
2025-10-21,Kel'el Ware,Miami Heat @ Orlando Magic,10.5
2025-10-21,Nikola Jovic,Miami Heat @ Orlando Magic,9.5
2025-10-21,Wendell Carter Jr,Miami Heat @ Orlando Magic,9.5
2025-10-21,Davion Mitchell,Miami Heat @ Orlando Magic,8.5
2025-10-21,Tyus Jones,Miami Heat @ Orlando Magic,8.5
2025-10-21,Anthony Black,Miami Heat @ Orlando Magic,8.5
2025-10-21,Trae Young,Toronto Raptors @ Atlanta Hawks,24.5
2025-10-21,Brandon Ingram,Toronto Raptors @ Atlanta Hawks,18.5
2025-10-21,Scottie Barnes,Toronto Raptors @ Atlanta Hawks,18.5
2025-10-21,Kristaps Porzingis,Toronto Raptors @ Atlanta Hawks,18.5
2025-10-21,Jalen Johnson,Toronto Raptors @ Atlanta Hawks,18.5
2025-10-21,R.J. Barrett,Toronto Raptors @ Atlanta Hawks,17.5
2025-10-21,Immanuel Quickley,Toronto Raptors @ Atlanta Hawks,15.5
2025-10-21,Onyeka Okongwu,Toronto Raptors @ Atlanta Hawks,12.5
2025-10-21,Zaccharie Risacher,Toronto Raptors @ Atlanta Hawks,11.5
2025-10-21,Dyson Daniels,Toronto Raptors @ Atlanta Hawks,11.5
2025-10-21,Jakob Poeltl,Toronto Raptors @ Atlanta Hawks,11.5
2025-10-21,Nickeil Alexander-Walker,Toronto Raptors @ Atlanta Hawks,8.5
2025-10-21,Gradey Dick,Toronto Raptors @ Atlanta Hawks,7.5
2025-10-21,Tyrese Maxey,Philadelphia 76ers @ Boston Celtics,25.5
2025-10-21,Joel Embiid,Philadelphia 76ers @ Boston Celtics,24.5
2025-10-21,Jaylen Brown,Philadelphia 76ers @ Boston Celtics,24.5
2025-10-21,Derrick White,Philadelphia 76ers @ Boston Celtics,19.5
2025-10-21,Anfernee Simons,Philadelphia 76ers @ Boston Celtics,16.5
2025-10-21,Payton Pritchard,Philadelphia 76ers @ Boston Celtics,16.5
2025-10-21,Quentin Grimes,Philadelphia 76ers @ Boston Celtics,13.5
2025-10-21,Kelly Oubre Jr,Philadelphia 76ers @ Boston Celtics,11.5
2025-10-21,VJ Edgecombe,Philadelphia 76ers @ Boston Celtics,11.5
2025-10-21,Sam Hauser,Philadelphia 76ers @ Boston Celtics,9.5
2025-10-21,Chris Boucher,Philadelphia 76ers @ Boston Celtics,8.5
2025-10-21,Neemias Queta,Philadelphia 76ers @ Boston Celtics,7.5
2025-10-21,Adem Bona,Philadelphia 76ers @ Boston Celtics,6.5
2025-10-21,Cade Cunningham,Detroit Pistons @ Chicago Bulls,25.5
2025-10-21,Josh Giddey,Detroit Pistons @ Chicago Bulls,20.5
2025-10-21,Nikola Vucevic,Detroit Pistons @ Chicago Bulls,17.5
2025-10-21,Matas Buzelis,Detroit Pistons @ Chicago Bulls,15.5
2025-10-21,Tobias Harris,Detroit Pistons @ Chicago Bulls,13.5
2025-10-21,Jalen Duren,Detroit Pistons @ Chicago Bulls,13.5
2025-10-21,Ausar Thompson,Detroit Pistons @ Chicago Bulls,12.5
2025-10-21,Ayo Dosunmu,Detroit Pistons @ Chicago Bulls,12.5
2025-10-21,Caris LeVert,Detroit Pistons @ Chicago Bulls,11.5
2025-10-21,Duncan Robinson,Detroit Pistons @ Chicago Bulls,11.5
2025-10-21,Kevin Huerter,Detroit Pistons @ Chicago Bulls,11.5
2025-10-21,Ja Morant,New Orleans Pelicans @ Memphis Grizzlies,24.5
2025-10-21,Zion Williamson,New Orleans Pelicans @ Memphis Grizzlies,24.5
2025-10-21,Jaren Jackson Jr,New Orleans Pelicans @ Memphis Grizzlies,22.5
2025-10-21,Trey Murphy III,New Orleans Pelicans @ Memphis Grizzlies,19.5
2025-10-21,Jordan Poole,New Orleans Pelicans @ Memphis Grizzlies,18.5
2025-10-21,Santi Aldama,New Orleans Pelicans @ Memphis Grizzlies,13.5
2025-10-21,Jaylen Wells,New Orleans Pelicans @ Memphis Grizzlies,12.5
2025-10-21,Kentavious Caldwell-Pope,New Orleans Pelicans @ Memphis Grizzlies,9.5
2025-10-21,Herb Jones,New Orleans Pelicans @ Memphis Grizzlies,9.5
2025-10-21,Yves Missi,New Orleans Pelicans @ Memphis Grizzlies,8.5
2025-10-21,Jock Landale,New Orleans Pelicans @ Memphis Grizzlies,8.5
2025-10-21,Jose Alvarado,New Orleans Pelicans @ Memphis Grizzlies,7.5
2025-10-21,Jordan Hawkins,New Orleans Pelicans @ Memphis Grizzlies,7.5
2025-10-21,Giannis Antetokounmpo,Washington Wizards @ Milwaukee Bucks,31.5
2025-10-21,C.J. McCollum,Washington Wizards @ Milwaukee Bucks,18.5
2025-10-21,Alex Sarr,Washington Wizards @ Milwaukee Bucks,15.5
2025-10-21,Myles Turner,Washington Wizards @ Milwaukee Bucks,14.5
2025-10-21,Kevin Porter Jr.,Washington Wizards @ Milwaukee Bucks,13.5
2025-10-21,Khris Middleton,Washington Wizards @ Milwaukee Bucks,13.5
2025-10-21,Gary Trent Jr,Washington Wizards @ Milwaukee Bucks,12.5
2025-10-21,Cam Whitmore,Washington Wizards @ Milwaukee Bucks,11.5
2025-10-21,Bobby Portis,Washington Wizards @ Milwaukee Bucks,10.5
2025-10-21,Carlton Carrington,Washington Wizards @ Milwaukee Bucks,10.5
2025-10-21,Kyshawn George,Washington Wizards @ Milwaukee Bucks,10.5
2025-10-21,Kyle Kuzma,Washington Wizards @ Milwaukee Bucks,10.5
2025-10-21,Corey Kispert,Washington Wizards @ Milwaukee Bucks,9.5
2025-10-21,Tre Johnson,Washington Wizards @ Milwaukee Bucks,8.5
2025-10-21,A.J. Green,Washington Wizards @ Milwaukee Bucks,8.5
2025-10-21,Kawhi Leonard,Los Angeles Clippers @ Utah Jazz,22.5
2025-10-21,Lauri Markkanen,Los Angeles Clippers @ Utah Jazz,20.5
2025-10-21,James Harden,Los Angeles Clippers @ Utah Jazz,20.5
2025-10-21,Keyonte George,Los Angeles Clippers @ Utah Jazz,16.5
2025-10-21,Ivica Zubac,Los Angeles Clippers @ Utah Jazz,14.5
2025-10-21,Bradley Beal,Los Angeles Clippers @ Utah Jazz,14.5
2025-10-21,John Collins,Los Angeles Clippers @ Utah Jazz,12.5
2025-10-21,Brice Sensabaugh,Los Angeles Clippers @ Utah Jazz,11.5
2025-10-21,Kyle Filipowski,Los Angeles Clippers @ Utah Jazz,11.5
2025-10-21,Walker Kessler,Los Angeles Clippers @ Utah Jazz,10.5
2025-10-21,Taylor Hendricks,Los Angeles Clippers @ Utah Jazz,9.5
2025-10-21,Brook Lopez,Los Angeles Clippers @ Utah Jazz,6.5
2025-10-21,Chris Paul,Los Angeles Clippers @ Utah Jazz,5.5
2025-10-21,Victor Wembanyama,San Antonio Spurs @ Dallas Mavericks,24.5
2025-10-21,Anthony Davis,San Antonio Spurs @ Dallas Mavericks,24.5
2025-10-21,Devin Vassell,San Antonio Spurs @ Dallas Mavericks,16.5
2025-10-21,Stephon Castle,San Antonio Spurs @ Dallas Mavericks,16.5
2025-10-21,Cooper Flagg,San Antonio Spurs @ Dallas Mavericks,15.5
2025-10-21,P.J. Washington,San Antonio Spurs @ Dallas Mavericks,13.5
2025-10-21,D'Angelo Russell,San Antonio Spurs @ Dallas Mavericks,12.5
2025-10-21,Klay Thompson,San Antonio Spurs @ Dallas Mavericks,12.5
2025-10-21,Keldon Johnson,San Antonio Spurs @ Dallas Mavericks,11.5
2025-10-21,Dylan Harper,San Antonio Spurs @ Dallas Mavericks,11.5
2025-10-21,Julian Champagnie,San Antonio Spurs @ Dallas Mavericks,9.5
2025-10-21,Harrison Barnes,San Antonio Spurs @ Dallas Mavericks,9.5
2025-10-21,Dereck Lively II,San Antonio Spurs @ Dallas Mavericks,8.5
2025-10-21,Anthony Edwards,Minnesota Timberwolves @ Portland Trail Blazers,26.5
2025-10-21,Shaedon Sharpe,Minnesota Timberwolves @ Portland Trail Blazers,19.5
2025-10-21,Deni Avdija,Minnesota Timberwolves @ Portland Trail Blazers,19.5
2025-10-21,Julius Randle,Minnesota Timberwolves @ Portland Trail Blazers,17.5
2025-10-21,Jerami Grant,Minnesota Timberwolves @ Portland Trail Blazers,13.5
2025-10-21,Naz Reid,Minnesota Timberwolves @ Portland Trail Blazers,13.5
2025-10-21,Jaden McDaniels,Minnesota Timberwolves @ Portland Trail Blazers,12.5
2025-10-21,Toumani Camara,Minnesota Timberwolves @ Portland Trail Blazers,12.5
2025-10-21,Jrue Holiday,Minnesota Timberwolves @ Portland Trail Blazers,12.5
2025-10-21,Donte DiVincenzo,Minnesota Timberwolves @ Portland Trail Blazers,11.5
2025-10-21,Rudy Gobert,Minnesota Timberwolves @ Portland Trail Blazers,11.5
2025-10-21,Donovan Clingan,Minnesota Timberwolves @ Portland Trail Blazers,9.5
2025-10-21,Mike Conley,Minnesota Timberwolves @ Portland Trail Blazers,7.5
2025-10-21,Devin Booker,Sacramento Kings @ Phoenix Suns,28.5
2025-10-21,Zach LaVine,Sacramento Kings @ Phoenix Suns,22.5
2025-10-21,DeMar DeRozan,Sacramento Kings @ Phoenix Suns,21.5
2025-10-21,Dillon Brooks,Sacramento Kings @ Phoenix Suns,15.5
2025-10-21,Malik Monk,Sacramento Kings @ Phoenix Suns,15.5
2025-10-21,Grayson Allen,Sacramento Kings @ Phoenix Suns,13.5
2025-10-21,Mark Williams,Sacramento Kings @ Phoenix Suns,11.5
2025-10-21,Dennis Schroder,Sacramento Kings @ Phoenix Suns,11.5
2025-10-21,Ryan Dunn,Sacramento Kings @ Phoenix Suns,9.5
2025-10-21,Royce O'Neale,Sacramento Kings @ Phoenix Suns,9.5
2025-10-21,Drew Eubanks,Sacramento Kings @ Phoenix Suns,8.5
2025-10-21,Dario Saric,Sacramento Kings @ Phoenix Suns,6.5
2025-10-21,Pascal Siakam,Oklahoma City Thunder @ Indiana Pacers,19.5
2025-10-21,Nikola Jokic,Denver Nuggets @ Golden State Warriors,29.5
2025-10-21,Jamal Murray,Denver Nuggets @ Golden State Warriors,21.5
2025-10-21,Cameron Johnson,Denver Nuggets @ Golden State Warriors,16.5
2025-10-21,Aaron Gordon,Denver Nuggets @ Golden State Warriors,14.5
2025-10-21,Christian Braun,Denver Nuggets @ Golden State Warriors,12.5
2025-10-25,Paolo Banchero,Chicago Bulls @ Orlando Magic,26.5
2025-10-25,Franz Wagner,Chicago Bulls @ Orlando Magic,23.5
2025-10-25,Nikola Vucevic,Chicago Bulls @ Orlando Magic,20.5
2025-10-25,Josh Giddey,Chicago Bulls @ Orlando Magic,20.5
2025-10-25,Desmond Bane,Chicago Bulls @ Orlando Magic,19.5
2025-10-25,Matas Buzelis,Chicago Bulls @ Orlando Magic,15.5
2025-10-25,Ayo Dosunmu,Chicago Bulls @ Orlando Magic,11.5
2025-10-25,Kevin Huerter,Chicago Bulls @ Orlando Magic,10.5
2025-10-25,Tre Jones,Chicago Bulls @ Orlando Magic,10.5
2025-10-25,Wendell Carter Jr,Chicago Bulls @ Orlando Magic,10.5
2025-10-25,Tyus Jones,Chicago Bulls @ Orlando Magic,8.5
2025-10-25,Anthony Black,Chicago Bulls @ Orlando Magic,8.5
2025-10-25,Tristan da Silva,Chicago Bulls @ Orlando Magic,7.5
2025-10-25,Isaac Okoro,Chicago Bulls @ Orlando Magic,6.5
2025-10-25,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Atlanta Hawks,33.5
2025-10-25,Trae Young,Oklahoma City Thunder @ Atlanta Hawks,24.5
2025-10-25,Chet Holmgren,Oklahoma City Thunder @ Atlanta Hawks,19.5
2025-10-25,Jalen Johnson,Oklahoma City Thunder @ Atlanta Hawks,17.5
2025-10-25,Aaron Wiggins,Oklahoma City Thunder @ Atlanta Hawks,15.5
2025-10-25,Onyeka Okongwu,Oklahoma City Thunder @ Atlanta Hawks,13.5
2025-10-25,Dyson Daniels,Oklahoma City Thunder @ Atlanta Hawks,11.5
2025-10-25,Zaccharie Risacher,Oklahoma City Thunder @ Atlanta Hawks,11.5
2025-10-25,Luguentz Dort,Oklahoma City Thunder @ Atlanta Hawks,11.5
2025-10-25,Nickeil Alexander-Walker,Oklahoma City Thunder @ Atlanta Hawks,10.5
2025-10-25,Cason Wallace,Oklahoma City Thunder @ Atlanta Hawks,10.5
2025-10-25,Isaiah Hartenstein,Oklahoma City Thunder @ Atlanta Hawks,9.5
2025-10-25,Tyrese Maxey,Charlotte Hornets @ Philadelphia 76ers,27.5
2025-10-25,LaMelo Ball,Charlotte Hornets @ Philadelphia 76ers,22.5
2025-10-25,Brandon Miller,Charlotte Hornets @ Philadelphia 76ers,19.5
2025-10-25,Miles Bridges,Charlotte Hornets @ Philadelphia 76ers,18.5
2025-10-25,VJ Edgecombe,Charlotte Hornets @ Philadelphia 76ers,17.5
2025-10-25,Joel Embiid,Charlotte Hornets @ Philadelphia 76ers,17.5
2025-10-25,Quentin Grimes,Charlotte Hornets @ Philadelphia 76ers,13.5
2025-10-25,Kelly Oubre Jr,Charlotte Hornets @ Philadelphia 76ers,12.5
2025-10-25,Collin Sexton,Charlotte Hornets @ Philadelphia 76ers,11.5
2025-10-25,Kon Knueppel,Charlotte Hornets @ Philadelphia 76ers,8.5
2025-10-25,Ryan Kalkbrenner,Charlotte Hornets @ Philadelphia 76ers,8.5
2025-10-25,Ja Morant,Indiana Pacers @ Memphis Grizzlies,24.5
2025-10-25,Jaren Jackson Jr,Indiana Pacers @ Memphis Grizzlies,22.5
2025-10-25,Pascal Siakam,Indiana Pacers @ Memphis Grizzlies,20.5
2025-10-25,Bennedict Mathurin,Indiana Pacers @ Memphis Grizzlies,20.5
2025-10-25,Aaron Nesmith,Indiana Pacers @ Memphis Grizzlies,13.5
2025-10-25,Obi Toppin,Indiana Pacers @ Memphis Grizzlies,13.5
2025-10-25,Nikola Jokic,Phoenix Suns @ Denver Nuggets,28.5
2025-10-25,Devin Booker,Phoenix Suns @ Denver Nuggets,25.5
2025-10-25,Jamal Murray,Phoenix Suns @ Denver Nuggets,20.5
2025-10-25,Aaron Gordon,Phoenix Suns @ Denver Nuggets,16.5
2025-10-25,Dillon Brooks,Phoenix Suns @ Denver Nuggets,15.5
2025-10-25,Cameron Johnson,Phoenix Suns @ Denver Nuggets,14.5
2025-10-25,Grayson Allen,Phoenix Suns @ Denver Nuggets,13.5
2025-10-25,Christian Braun,Phoenix Suns @ Denver Nuggets,12.5
2025-10-25,Ryan Dunn,Phoenix Suns @ Denver Nuggets,8.5
2025-10-26,Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,29.5
2025-10-26,Cam Thomas,Brooklyn Nets @ San Antonio Spurs,22.5
2025-10-26,Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,18.5
2025-10-26,Stephon Castle,Brooklyn Nets @ San Antonio Spurs,17.5
2025-10-26,Devin Vassell,Brooklyn Nets @ San Antonio Spurs,16.5
2025-10-26,Dylan Harper,Brooklyn Nets @ San Antonio Spurs,12.5
2025-10-26,Keldon Johnson,Brooklyn Nets @ San Antonio Spurs,11.5
2025-10-26,Nicolas Claxton,Brooklyn Nets @ San Antonio Spurs,10.5
2025-10-26,Harrison Barnes,Brooklyn Nets @ San Antonio Spurs,9.5
2025-10-26,Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,9.5
2025-10-26,Cade Cunningham,Boston Celtics @ Detroit Pistons,26.5
2025-10-26,Jaylen Brown,Boston Celtics @ Detroit Pistons,22.5
2025-10-26,Derrick White,Boston Celtics @ Detroit Pistons,20.5
2025-10-26,Payton Pritchard,Boston Celtics @ Detroit Pistons,16.5
2025-10-26,Anfernee Simons,Boston Celtics @ Detroit Pistons,14.5
2025-10-26,Tobias Harris,Boston Celtics @ Detroit Pistons,14.5
2025-10-26,Jalen Duren,Boston Celtics @ Detroit Pistons,13.5
2025-10-26,Ausar Thompson,Boston Celtics @ Detroit Pistons,12.5
2025-10-26,Duncan Robinson,Boston Celtics @ Detroit Pistons,11.5
2025-10-26,Sam Hauser,Boston Celtics @ Detroit Pistons,10.5
2025-10-26,Neemias Queta,Boston Celtics @ Detroit Pistons,8.5
2025-10-26,Giannis Antetokounmpo,Milwaukee Bucks @ Cleveland Cavaliers,30.5
2025-10-26,Donovan Mitchell,Milwaukee Bucks @ Cleveland Cavaliers,28.5
2025-10-26,Evan Mobley,Milwaukee Bucks @ Cleveland Cavaliers,19.5
2025-10-26,De'Andre Hunter,Milwaukee Bucks @ Cleveland Cavaliers,14.5
2025-10-26,Gary Trent Jr,Milwaukee Bucks @ Cleveland Cavaliers,14.5
2025-10-26,Jarrett Allen,Milwaukee Bucks @ Cleveland Cavaliers,13.5
2025-10-26,Myles Turner,Milwaukee Bucks @ Cleveland Cavaliers,13.5
2025-10-26,Cole Anthony,Milwaukee Bucks @ Cleveland Cavaliers,11.5
2025-10-26,Sam Merrill,Milwaukee Bucks @ Cleveland Cavaliers,11.5
2025-10-26,Bobby Portis,Milwaukee Bucks @ Cleveland Cavaliers,10.5
2025-10-26,Ryan Rollins,Milwaukee Bucks @ Cleveland Cavaliers,9.5
2025-10-26,A.J. Green,Milwaukee Bucks @ Cleveland Cavaliers,8.5
2025-10-26,Jalen Brunson,New York Knicks @ Miami Heat,26.5
2025-10-26,Karl-Anthony Towns,New York Knicks @ Miami Heat,22.5
2025-10-26,Norman Powell,New York Knicks @ Miami Heat,20.5
2025-10-26,Bam Adebayo,New York Knicks @ Miami Heat,19.5
2025-10-26,OG Anunoby,New York Knicks @ Miami Heat,16.5
2025-10-26,Mikal Bridges,New York Knicks @ Miami Heat,15.5
2025-10-26,Andrew Wiggins,New York Knicks @ Miami Heat,15.5
2025-10-26,Kel'el Ware,New York Knicks @ Miami Heat,11.5
2025-10-26,Miles McBride,New York Knicks @ Miami Heat,10.5
2025-10-26,Nikola Jovic,New York Knicks @ Miami Heat,10.5
2025-10-26,Jaime Jaquez Jr,New York Knicks @ Miami Heat,10.5
2025-10-26,Davion Mitchell,New York Knicks @ Miami Heat,9.5
2025-10-26,LaMelo Ball,Charlotte Hornets @ Washington Wizards,26.5
2025-10-26,Miles Bridges,Charlotte Hornets @ Washington Wizards,22.5
2025-10-26,C.J. McCollum,Charlotte Hornets @ Washington Wizards,16.5
2025-10-26,Khris Middleton,Charlotte Hornets @ Washington Wizards,14.5
2025-10-26,Kyshawn George,Charlotte Hornets @ Washington Wizards,14.5
2025-10-26,Alex Sarr,Charlotte Hornets @ Washington Wizards,12.5
2025-10-26,Kon Knueppel,Charlotte Hornets @ Washington Wizards,11.5
2025-10-26,Carlton Carrington,Charlotte Hornets @ Washington Wizards,10.5
2025-10-26,Ryan Kalkbrenner,Charlotte Hornets @ Washington Wizards,9.5
2025-10-26,Anthony Edwards,Indiana Pacers @ Minnesota Timberwolves,28.5
2025-10-26,Pascal Siakam,Indiana Pacers @ Minnesota Timberwolves,23.5
2025-10-26,Julius Randle,Indiana Pacers @ Minnesota Timberwolves,21.5
2025-10-26,Donte DiVincenzo,Indiana Pacers @ Minnesota Timberwolves,12.5
2025-10-26,Jaden McDaniels,Indiana Pacers @ Minnesota Timberwolves,12.5
2025-10-26,Rudy Gobert,Indiana Pacers @ Minnesota Timberwolves,10.5
2025-10-26,Anthony Davis,Toronto Raptors @ Dallas Mavericks,26.5
2025-10-26,Brandon Ingram,Toronto Raptors @ Dallas Mavericks,20.5
2025-10-26,Scottie Barnes,Toronto Raptors @ Dallas Mavericks,17.5
2025-10-26,R.J. Barrett,Toronto Raptors @ Dallas Mavericks,17.5
2025-10-26,Immanuel Quickley,Toronto Raptors @ Dallas Mavericks,16.5
2025-10-26,Cooper Flagg,Toronto Raptors @ Dallas Mavericks,16.5
2025-10-26,P.J. Washington,Toronto Raptors @ Dallas Mavericks,14.5
2025-10-26,Klay Thompson,Toronto Raptors @ Dallas Mavericks,11.5
2025-10-26,Jakob Poeltl,Toronto Raptors @ Dallas Mavericks,10.5
2025-10-26,Gradey Dick,Toronto Raptors @ Dallas Mavericks,8.5
2025-10-26,Dereck Lively II,Toronto Raptors @ Dallas Mavericks,7.5
2025-10-26,Kawhi Leonard,Portland Trail Blazers @ Los Angeles Clippers,22.5
2025-10-26,James Harden,Portland Trail Blazers @ Los Angeles Clippers,21.5
2025-10-26,Deni Avdija,Portland Trail Blazers @ Los Angeles Clippers,19.5
2025-10-26,Shaedon Sharpe,Portland Trail Blazers @ Los Angeles Clippers,19.5
2025-10-26,Ivica Zubac,Portland Trail Blazers @ Los Angeles Clippers,15.5
2025-10-26,Jrue Holiday,Portland Trail Blazers @ Los Angeles Clippers,12.5
2025-10-26,Toumani Camara,Portland Trail Blazers @ Los Angeles Clippers,11.5
2025-10-26,Donovan Clingan,Portland Trail Blazers @ Los Angeles Clippers,8.5
2025-10-26,Luka Doncic,Los Angeles Lakers @ Sacramento Kings,34.5
2025-10-26,Zach LaVine,Los Angeles Lakers @ Sacramento Kings,23.5
2025-10-26,Austin Reaves,Los Angeles Lakers @ Sacramento Kings,22.5
2025-10-26,DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings,22.5
2025-10-26,Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings,17.5
2025-10-26,Deandre Ayton,Los Angeles Lakers @ Sacramento Kings,14.5
2025-10-26,Rui Hachimura,Los Angeles Lakers @ Sacramento Kings,13.5
2025-10-26,Dennis Schroder,Los Angeles Lakers @ Sacramento Kings,12.5
2025-10-26,Gabe Vincent,Los Angeles Lakers @ Sacramento Kings,7.5
2025-10-26,Marcus Smart,Los Angeles Lakers @ Sacramento Kings,6.5
2025-10-27,Tyrese Maxey,Orlando Magic @ Philadelphia 76ers,28.5
2025-10-27,Paolo Banchero,Orlando Magic @ Philadelphia 76ers,23.5
2025-10-27,Franz Wagner,Orlando Magic @ Philadelphia 76ers,22.5
2025-10-27,VJ Edgecombe,Orlando Magic @ Philadelphia 76ers,18.5
2025-10-27,Desmond Bane,Orlando Magic @ Philadelphia 76ers,17.5
2025-10-27,Quentin Grimes,Orlando Magic @ Philadelphia 76ers,14.5
2025-10-27,Kelly Oubre Jr,Orlando Magic @ Philadelphia 76ers,13.5
2025-10-27,Wendell Carter Jr,Orlando Magic @ Philadelphia 76ers,9.5
2025-10-27,Jalen Suggs,Orlando Magic @ Philadelphia 76ers,9.5
2025-10-27,Trae Young,Atlanta Hawks @ Chicago Bulls,23.5
2025-10-27,Josh Giddey,Atlanta Hawks @ Chicago Bulls,19.5
2025-10-27,Nikola Vucevic,Atlanta Hawks @ Chicago Bulls,19.5
2025-10-27,Jalen Johnson,Atlanta Hawks @ Chicago Bulls,18.5
2025-10-27,Kristaps Porzingis,Atlanta Hawks @ Chicago Bulls,16.5
2025-10-27,Matas Buzelis,Atlanta Hawks @ Chicago Bulls,16.5
2025-10-27,Tre Jones,Atlanta Hawks @ Chicago Bulls,12.5
2025-10-27,Dyson Daniels,Atlanta Hawks @ Chicago Bulls,12.5
2025-10-27,Zaccharie Risacher,Atlanta Hawks @ Chicago Bulls,11.5
2025-10-27,Zion Williamson,Boston Celtics @ New Orleans Pelicans,25.5
