date,player,game,line
2025-11-05,Jerami Grant,Oklahoma City Thunder @ Portland Trail Blazers,16.5
2025-11-05,Jrue Holiday,Oklahoma City Thunder @ Portland Trail Blazers,14.5
2025-11-05,Aaron Wiggins,Oklahoma City Thunder @ Portland Trail Blazers,14.5
2025-11-05,Toumani Camara,Oklahoma City Thunder @ Portland Trail Blazers,12.5
2025-11-05,Isaiah Hartenstein,Oklahoma City Thunder @ Portland Trail Blazers,10.5
2025-11-05,Cason Wallace,Oklahoma City Thunder @ Portland Trail Blazers,8.5
2025-11-05,Donovan Clingan,Oklahoma City Thunder @ Portland Trail Blazers,8.5
2025-11-06,Devin Booker,Los Angeles Clippers @ Phoenix Suns,28.5
2025-11-06,Ivica Zubac,Los Angeles Clippers @ Phoenix Suns,17.5
2025-11-06,John Collins,Los Angeles Clippers @ Phoenix Suns,17.5
2025-11-06,Grayson Allen,Los Angeles Clippers @ Phoenix Suns,15.5
2025-11-06,Bradley Beal,Los Angeles Clippers @ Phoenix Suns,14.5
2025-11-06,Mark Williams,Los Angeles Clippers @ Phoenix Suns,13.5
2025-11-06,Jalen Green,Los Angeles Clippers @ Phoenix Suns,12.5
2025-11-06,Bogdan Bogdanovic,Los Angeles Clippers @ Phoenix Suns,11.5
2025-11-06,Derrick Jones,Los Angeles Clippers @ Phoenix Suns,11.5
2025-11-06,Collin Gillespie,Los Angeles Clippers @ Phoenix Suns,9.5
2025-11-06,Royce O'Neale,Los Angeles Clippers @ Phoenix Suns,9.5
2025-11-06,Ryan Dunn,Los Angeles Clippers @ Phoenix Suns,8.5
2025-11-06,Kris Dunn,Los Angeles Clippers @ Phoenix Suns,8.5
2025-11-06,Brook Lopez,Los Angeles Clippers @ Phoenix Suns,6.5
2025-11-06,Chris Paul,Los Angeles Clippers @ Phoenix Suns,6.5
2025-11-07,Norman Powell,Charlotte Hornets @ Miami Heat,23.5
2025-11-07,LaMelo Ball,Charlotte Hornets @ Miami Heat,23.5
2025-11-07,Miles Bridges,Charlotte Hornets @ Miami Heat,21.5
2025-11-07,Andrew Wiggins,Charlotte Hornets @ Miami Heat,19.5
2025-11-07,Collin Sexton,Charlotte Hornets @ Miami Heat,18.5
2025-11-07,Jaime Jaquez Jr,Charlotte Hornets @ Miami Heat,14.5
2025-11-07,Kon Knueppel,Charlotte Hornets @ Miami Heat,13.5
2025-11-07,Kel'el Ware,Charlotte Hornets @ Miami Heat,13.5
2025-11-07,Davion Mitchell,Charlotte Hornets @ Miami Heat,10.5
2025-11-07,Nikola Jovic,Charlotte Hornets @ Miami Heat,10.5
2025-11-07,Pelle Larsson,Charlotte Hornets @ Miami Heat,9.5
2025-11-07,Ryan Kalkbrenner,Charlotte Hornets @ Miami Heat,9.5
2025-11-07,Simone Fontecchio,Charlotte Hornets @ Miami Heat,8.5
2025-11-07,Anthony Edwards,Utah Jazz @ Minnesota Timberwolves,26.5
2025-11-07,Lauri Markkanen,Utah Jazz @ Minnesota Timberwolves,24.5
2025-11-07,Julius Randle,Utah Jazz @ Minnesota Timberwolves,23.5
2025-11-07,Keyonte George,Utah Jazz @ Minnesota Timberwolves,19.5
2025-11-07,Donte DiVincenzo,Utah Jazz @ Minnesota Timberwolves,14.5
2025-11-07,Jaden McDaniels,Utah Jazz @ Minnesota Timberwolves,13.5
2025-11-07,Naz Reid,Utah Jazz @ Minnesota Timberwolves,12.5
2025-11-07,Rudy Gobert,Utah Jazz @ Minnesota Timberwolves,10.5
2025-11-07,Jusuf Nurkic,Utah Jazz @ Minnesota Timberwolves,10.5
2025-11-07,Svi Mykhailiuk,Utah Jazz @ Minnesota Timberwolves,8.5
2025-11-07,Kyle Filipowski,Utah Jazz @ Minnesota Timberwolves,7.5
2025-11-07,Ace Bailey,Utah Jazz @ Minnesota Timberwolves,7.5
2025-11-07,Mike Conley,Utah Jazz @ Minnesota Timberwolves,6.5
2025-11-07,Taylor Hendricks,Utah Jazz @ Minnesota Timberwolves,5.5
2025-11-08,P.J. Washington,Dallas Mavericks @ Washington Wizards,17.5
2025-11-08,Alex Sarr,Dallas Mavericks @ Washington Wizards,17.5
2025-11-08,Cooper Flagg,Dallas Mavericks @ Washington Wizards,17.5
2025-11-08,C.J. McCollum,Dallas Mavericks @ Washington Wizards,15.5
2025-11-08,Kyshawn George,Dallas Mavericks @ Washington Wizards,14.5
2025-11-08,D'Angelo Russell,Dallas Mavericks @ Washington Wizards,14.5
2025-11-08,Max Christie,Dallas Mavericks @ Washington Wizards,12.5
2025-11-08,Tre Johnson,Dallas Mavericks @ Washington Wizards,12.5
2025-11-08,Naji Marshall,Dallas Mavericks @ Washington Wizards,10.5
2025-11-08,Klay Thompson,Dallas Mavericks @ Washington Wizards,9.5
2025-11-08,Carlton Carrington,Dallas Mavericks @ Washington Wizards,8.5
2025-11-08,Justin Champagnie,Dallas Mavericks @ Washington Wizards,7.5
2025-11-08,Tyrese Maxey,Toronto Raptors @ Philadelphia 76ers,27.5
2025-11-08,Joel Embiid,Toronto Raptors @ Philadelphia 76ers,20.5
2025-11-08,Brandon Ingram,Toronto Raptors @ Philadelphia 76ers,19.5
2025-11-08,R.J. Barrett,Toronto Raptors @ Philadelphia 76ers,18.5
2025-11-08,Scottie Barnes,Toronto Raptors @ Philadelphia 76ers,18.5
2025-11-08,VJ Edgecombe,Toronto Raptors @ Philadelphia 76ers,15.5
2025-11-08,Immanuel Quickley,Toronto Raptors @ Philadelphia 76ers,15.5
2025-11-08,Quentin Grimes,Toronto Raptors @ Philadelphia 76ers,14.5
2025-11-08,Kelly Oubre Jr,Toronto Raptors @ Philadelphia 76ers,14.5
2025-11-08,Jakob Poeltl,Toronto Raptors @ Philadelphia 76ers,9.5
2025-11-08,Trendon Watford,Toronto Raptors @ Philadelphia 76ers,7.5
2025-11-08,Jared McCain,Toronto Raptors @ Philadelphia 76ers,7.5
2025-11-08,Sandro Mamukelashvili,Toronto Raptors @ Philadelphia 76ers,7.5
2025-11-08,Collin Murray-Boyles,Toronto Raptors @ Philadelphia 76ers,6.5
2025-11-08,Jamal Shead,Toronto Raptors @ Philadelphia 76ers,5.5
2025-11-08,Luka Doncic,Los Angeles Lakers @ Atlanta Hawks,35.5
2025-11-08,Jalen Johnson,Los Angeles Lakers @ Atlanta Hawks,20.5
2025-11-08,Kristaps Porzingis,Los Angeles Lakers @ Atlanta Hawks,17.5
2025-11-08,Nickeil Alexander-Walker,Los Angeles Lakers @ Atlanta Hawks,17.5
2025-11-08,Rui Hachimura,Los Angeles Lakers @ Atlanta Hawks,15.5
2025-11-08,Deandre Ayton,Los Angeles Lakers @ Atlanta Hawks,15.5
2025-11-08,Zaccharie Risacher,Los Angeles Lakers @ Atlanta Hawks,13.5
2025-11-08,Onyeka Okongwu,Los Angeles Lakers @ Atlanta Hawks,13.5
2025-11-08,Dyson Daniels,Los Angeles Lakers @ Atlanta Hawks,12.5
2025-11-08,Marcus Smart,Los Angeles Lakers @ Atlanta Hawks,11.5
2025-11-08,Jake LaRavia,Los Angeles Lakers @ Atlanta Hawks,11.5
2025-11-08,Luke Kennard,Los Angeles Lakers @ Atlanta Hawks,8.5
2025-11-08,Dalton Knecht,Los Angeles Lakers @ Atlanta Hawks,6.5
2025-11-08,Victor Wembanyama,New Orleans Pelicans @ San Antonio Spurs,24.5
2025-11-08,Trey Murphy III,New Orleans Pelicans @ San Antonio Spurs,20.5
2025-11-08,Stephon Castle,New Orleans Pelicans @ San Antonio Spurs,16.5
2025-11-08,Devin Vassell,New Orleans Pelicans @ San Antonio Spurs,14.5
2025-11-08,De'Aaron Fox,New Orleans Pelicans @ San Antonio Spurs,14.5
2025-11-08,Jeremiah Fears,New Orleans Pelicans @ San Antonio Spurs,14.5
2025-11-08,Herb Jones,New Orleans Pelicans @ San Antonio Spurs,12.5
2025-11-08,Saddiq Bey,New Orleans Pelicans @ San Antonio Spurs,12.5
2025-11-08,Harrison Barnes,New Orleans Pelicans @ San Antonio Spurs,11.5
2025-11-08,Jose Alvarado,New Orleans Pelicans @ San Antonio Spurs,10.5
2025-11-08,Derik Queen,New Orleans Pelicans @ San Antonio Spurs,10.5
2025-11-08,Keldon Johnson,New Orleans Pelicans @ San Antonio Spurs,10.5
2025-11-08,Julian Champagnie,New Orleans Pelicans @ San Antonio Spurs,9.5
2025-11-08,Kevon Looney,New Orleans Pelicans @ San Antonio Spurs,4.5
2025-11-08,Donovan Mitchell,Chicago Bulls @ Cleveland Cavaliers,26.5
2025-11-08,Josh Giddey,Chicago Bulls @ Cleveland Cavaliers,20.5
2025-11-08,Evan Mobley,Chicago Bulls @ Cleveland Cavaliers,19.5
2025-11-08,Nikola Vucevic,Chicago Bulls @ Cleveland Cavaliers,18.5
2025-11-08,De'Andre Hunter,Chicago Bulls @ Cleveland Cavaliers,16.5
2025-11-08,Matas Buzelis,Chicago Bulls @ Cleveland Cavaliers,15.5
2025-11-08,Darius Garland,Chicago Bulls @ Cleveland Cavaliers,15.5
2025-11-08,Jarrett Allen,Chicago Bulls @ Cleveland Cavaliers,14.5
2025-11-08,Kevin Huerter,Chicago Bulls @ Cleveland Cavaliers,12.5
2025-11-08,Tre Jones,Chicago Bulls @ Cleveland Cavaliers,11.5
2025-11-08,Ayo Dosunmu,Chicago Bulls @ Cleveland Cavaliers,10.5
2025-11-08,Jaylon Tyson,Chicago Bulls @ Cleveland Cavaliers,9.5
2025-11-08,Sam Merrill,Chicago Bulls @ Cleveland Cavaliers,9.5
2025-11-08,Isaac Okoro,Chicago Bulls @ Cleveland Cavaliers,6.5
2025-11-08,Deni Avdija,Portland Trail Blazers @ Miami Heat,22.5
2025-11-08,Norman Powell,Portland Trail Blazers @ Miami Heat,22.5
2025-11-08,Andrew Wiggins,Portland Trail Blazers @ Miami Heat,19.5
2025-11-08,Jerami Grant,Portland Trail Blazers @ Miami Heat,18.5
2025-11-08,Shaedon Sharpe,Portland Trail Blazers @ Miami Heat,17.5
2025-11-08,Jrue Holiday,Portland Trail Blazers @ Miami Heat,15.5
2025-11-08,Kel'el Ware,Portland Trail Blazers @ Miami Heat,13.5
2025-11-08,Toumani Camara,Portland Trail Blazers @ Miami Heat,13.5
2025-11-08,Davion Mitchell,Portland Trail Blazers @ Miami Heat,10.5
2025-11-08,Pelle Larsson,Portland Trail Blazers @ Miami Heat,10.5
2025-11-08,Nikola Jovic,Portland Trail Blazers @ Miami Heat,9.5
2025-11-08,Donovan Clingan,Portland Trail Blazers @ Miami Heat,8.5
2025-11-08,Nikola Jokic,Indiana Pacers @ Denver Nuggets,27.5
2025-11-08,Pascal Siakam,Indiana Pacers @ Denver Nuggets,26.5
2025-11-08,Jamal Murray,Indiana Pacers @ Denver Nuggets,20.5
2025-11-08,Aaron Gordon,Indiana Pacers @ Denver Nuggets,16.5
2025-11-08,Aaron Nesmith,Indiana Pacers @ Denver Nuggets,15.5
2025-11-08,Christian Braun,Indiana Pacers @ Denver Nuggets,13.5
2025-11-08,Jarace Walker,Indiana Pacers @ Denver Nuggets,12.5
2025-11-08,Andrew Nembhard,Indiana Pacers @ Denver Nuggets,10.5
2025-11-08,Cameron Johnson,Indiana Pacers @ Denver Nuggets,10.5
2025-11-08,Isaiah Jackson,Indiana Pacers @ Denver Nuggets,9.5
2025-11-08,Tim Hardaway Jr,Indiana Pacers @ Denver Nuggets,8.5
2025-11-08,Devin Booker,Phoenix Suns @ Los Angeles Clippers,27.5
2025-11-08,James Harden,Phoenix Suns @ Los Angeles Clippers,23.5
2025-11-08,Jalen Green,Phoenix Suns @ Los Angeles Clippers,16.5
2025-11-08,Ivica Zubac,Phoenix Suns @ Los Angeles Clippers,16.5
2025-11-08,John Collins,Phoenix Suns @ Los Angeles Clippers,14.5
2025-11-08,Grayson Allen,Phoenix Suns @ Los Angeles Clippers,14.5
2025-11-08,Dillon Brooks,Phoenix Suns @ Los Angeles Clippers,12.5
2025-11-08,Mark Williams,Phoenix Suns @ Los Angeles Clippers,12.5
2025-11-08,Bradley Beal,Phoenix Suns @ Los Angeles Clippers,10.5
2025-11-08,Derrick Jones,Phoenix Suns @ Los Angeles Clippers,10.5
2025-11-08,Royce O'Neale,Phoenix Suns @ Los Angeles Clippers,10.5
2025-11-08,Collin Gillespie,Phoenix Suns @ Los Angeles Clippers,8.5
2025-11-08,Brook Lopez,Phoenix Suns @ Los Angeles Clippers,8.5
2025-11-08,Ryan Dunn,Phoenix Suns @ Los Angeles Clippers,7.5
2025-11-08,Kris Dunn,Phoenix Suns @ Los Angeles Clippers,7.5
2025-11-09,Giannis Antetokounmpo,Houston Rockets @ Milwaukee Bucks,29.5
2025-11-09,Kevin Durant,Houston Rockets @ Milwaukee Bucks,25.5
2025-11-09,Alperen Sengun,Houston Rockets @ Milwaukee Bucks,20.5
2025-11-09,Amen Thompson,Houston Rockets @ Milwaukee Bucks,16.5
2025-11-09,Ryan Rollins,Houston Rockets @ Milwaukee Bucks,13.5
2025-11-09,Jabari Smith Jr,Houston Rockets @ Milwaukee Bucks,13.5
2025-11-09,Myles Turner,Houston Rockets @ Milwaukee Bucks,12.5
2025-11-09,Tari Eason,Houston Rockets @ Milwaukee Bucks,11.5
2025-11-09,Gary Trent Jr,Houston Rockets @ Milwaukee Bucks,11.5
2025-11-09,Kyle Kuzma,Houston Rockets @ Milwaukee Bucks,11.5
2025-11-09,Cole Anthony,Houston Rockets @ Milwaukee Bucks,10.5
2025-11-09,A.J. Green,Houston Rockets @ Milwaukee Bucks,9.5
2025-11-09,Josh Okogie,Houston Rockets @ Milwaukee Bucks,8.5
2025-11-09,Reed Sheppard,Houston Rockets @ Milwaukee Bucks,7.5
2025-11-09,Jalen Brunson,Brooklyn Nets @ New York Knicks,27.5
2025-11-09,Karl-Anthony Towns,Brooklyn Nets @ New York Knicks,21.5
2025-11-09,Michael Porter Jr,Brooklyn Nets @ New York Knicks,21.5
2025-11-09,OG Anunoby,Brooklyn Nets @ New York Knicks,16.5
2025-11-09,Mikal Bridges,Brooklyn Nets @ New York Knicks,14.5
2025-11-09,Noah Clowney,Brooklyn Nets @ New York Knicks,12.5
2025-11-09,Nicolas Claxton,Brooklyn Nets @ New York Knicks,12.5
2025-11-09,Josh Hart,Brooklyn Nets @ New York Knicks,9.5
2025-11-09,Terance Mann,Brooklyn Nets @ New York Knicks,9.5
2025-11-09,Tyrese Martin,Brooklyn Nets @ New York Knicks,9.5
2025-11-09,Miles McBride,Brooklyn Nets @ New York Knicks,9.5
2025-11-09,Jordan Clarkson,Brooklyn Nets @ New York Knicks,8.5
2025-11-09,Ziaire Williams,Brooklyn Nets @ New York Knicks,8.5
2025-11-09,Egor Demin,Brooklyn Nets @ New York Knicks,8.5
2025-11-09,Mitchell Robinson,Brooklyn Nets @ New York Knicks,4.5
2025-11-09,Jaylen Brown,Boston Celtics @ Orlando Magic,26.5
2025-11-09,Paolo Banchero,Boston Celtics @ Orlando Magic,23.5
2025-11-09,Franz Wagner,Boston Celtics @ Orlando Magic,22.5
2025-11-09,Derrick White,Boston Celtics @ Orlando Magic,16.5
2025-11-09,Desmond Bane,Boston Celtics @ Orlando Magic,16.5
2025-11-09,Payton Pritchard,Boston Celtics @ Orlando Magic,15.5
2025-11-09,Anfernee Simons,Boston Celtics @ Orlando Magic,13.5
2025-11-09,Wendell Carter Jr,Boston Celtics @ Orlando Magic,10.5
2025-11-09,Anthony Black,Boston Celtics @ Orlando Magic,10.5
2025-11-09,Jalen Suggs,Boston Celtics @ Orlando Magic,9.5
2025-11-09,Neemias Queta,Boston Celtics @ Orlando Magic,8.5
2025-11-09,Josh Minott,Boston Celtics @ Orlando Magic,8.5
2025-11-09,Tristan da Silva,Boston Celtics @ Orlando Magic,8.5
2025-11-09,Sam Hauser,Boston Celtics @ Orlando Magic,7.5
2025-11-09,Shai Gilgeous-Alexander,Oklahoma City Thunder @ Memphis Grizzlies,31.5
2025-11-09,Ja Morant,Oklahoma City Thunder @ Memphis Grizzlies,21.5
2025-11-09,Jaren Jackson Jr,Oklahoma City Thunder @ Memphis Grizzlies,17.5
2025-11-09,Chet Holmgren,Oklahoma City Thunder @ Memphis Grizzlies,16.5
2025-11-09,Ajay Mitchell,Oklahoma City Thunder @ Memphis Grizzlies,14.5
2025-11-09,Cedric Coward,Oklahoma City Thunder @ Memphis Grizzlies,13.5
2025-11-09,Santi Aldama,Oklahoma City Thunder @ Memphis Grizzlies,12.5
2025-11-09,Isaiah Joe,Oklahoma City Thunder @ Memphis Grizzlies,12.5
2025-11-09,Isaiah Hartenstein,Oklahoma City Thunder @ Memphis Grizzlies,11.5
2025-11-09,Jock Landale,Oklahoma City Thunder @ Memphis Grizzlies,9.5
2025-11-09,Cason Wallace,Oklahoma City Thunder @ Memphis Grizzlies,9.5
2025-11-09,Jaylen Wells,Oklahoma City Thunder @ Memphis Grizzlies,8.5
2025-11-09,Luguentz Dort,Oklahoma City Thunder @ Memphis Grizzlies,8.5
2025-11-09,Kentavious Caldwell-Pope,Oklahoma City Thunder @ Memphis Grizzlies,8.5
2025-11-09,Tyrese Maxey,Detroit Pistons @ Philadelphia 76ers,28.5
2025-11-09,Cade Cunningham,Detroit Pistons @ Philadelphia 76ers,28.5
2025-11-09,Jalen Duren,Detroit Pistons @ Philadelphia 76ers,18.5
2025-11-09,Kelly Oubre Jr,Detroit Pistons @ Philadelphia 76ers,16.5
2025-11-09,VJ Edgecombe,Detroit Pistons @ Philadelphia 76ers,15.5
2025-11-09,Ausar Thompson,Detroit Pistons @ Philadelphia 76ers,15.5
2025-11-09,Quentin Grimes,Detroit Pistons @ Philadelphia 76ers,14.5
2025-11-09,Ron Holland,Detroit Pistons @ Philadelphia 76ers,12.5
2025-11-09,Trendon Watford,Detroit Pistons @ Philadelphia 76ers,12.5
2025-11-09,Duncan Robinson,Detroit Pistons @ Philadelphia 76ers,11.5
2025-11-09,Caris LeVert,Detroit Pistons @ Philadelphia 76ers,9.5
2025-11-09,Andre Drummond,Detroit Pistons @ Philadelphia 76ers,6.5
2025-11-09,Adem Bona,Detroit Pistons @ Philadelphia 76ers,5.5
2025-11-09,Pascal Siakam,Indiana Pacers @ Golden State Warriors,25.5
2025-11-09,Stephen Curry,Indiana Pacers @ Golden State Warriors,24.5
2025-11-09,Jimmy Butler,Indiana Pacers @ Golden State Warriors,19.5
2025-11-09,Jonathan Kuminga,Indiana Pacers @ Golden State Warriors,17.5
2025-11-09,Aaron Nesmith,Indiana Pacers @ Golden State Warriors,17.5
2025-11-09,Andrew Nembhard,Indiana Pacers @ Golden State Warriors,14.5
2025-11-09,Brandin Podziemski,Indiana Pacers @ Golden State Warriors,13.5
2025-11-09,Jarace Walker,Indiana Pacers @ Golden State Warriors,12.5
2025-11-09,Draymond Green,Indiana Pacers @ Golden State Warriors,9.5
2025-11-09,Isaiah Jackson,Indiana Pacers @ Golden State Warriors,8.5
2025-11-09,Anthony Edwards,Minnesota Timberwolves @ Sacramento Kings,28.5
2025-11-09,Julius Randle,Minnesota Timberwolves @ Sacramento Kings,21.5
2025-11-09,Zach LaVine,Minnesota Timberwolves @ Sacramento Kings,21.5
2025-11-09,DeMar DeRozan,Minnesota Timberwolves @ Sacramento Kings,21.5
2025-11-09,Domantas Sabonis,Minnesota Timberwolves @ Sacramento Kings,16.5
2025-11-09,Jaden McDaniels,Minnesota Timberwolves @ Sacramento Kings,15.5
2025-11-09,Russell Westbrook,Minnesota Timberwolves @ Sacramento Kings,14.5
2025-11-09,Donte DiVincenzo,Minnesota Timberwolves @ Sacramento Kings,12.5
2025-11-09,Dennis Schroder,Minnesota Timberwolves @ Sacramento Kings,11.5
2025-11-09,Rudy Gobert,Minnesota Timberwolves @ Sacramento Kings,10.5
2025-11-10,Cade Cunningham,Washington Wizards @ Detroit Pistons,28.5
2025-11-10,Jalen Duren,Washington Wizards @ Detroit Pistons,20.5
2025-11-10,C.J. McCollum,Washington Wizards @ Detroit Pistons,17.5
2025-11-10,Alex Sarr,Washington Wizards @ Detroit Pistons,17.5
2025-11-10,Ausar Thompson,Washington Wizards @ Detroit Pistons,14.5
2025-11-10,Kyshawn George,Washington Wizards @ Detroit Pistons,13.5
2025-11-10,Tre Johnson,Washington Wizards @ Detroit Pistons,13.5
2025-11-10,Ron Holland,Washington Wizards @ Detroit Pistons,12.5
2025-11-10,Duncan Robinson,Washington Wizards @ Detroit Pistons,11.5
2025-11-10,Corey Kispert,Washington Wizards @ Detroit Pistons,8.5
2025-11-10,Khris Middleton,Washington Wizards @ Detroit Pistons,8.5
2025-11-10,Carlton Carrington,Washington Wizards @ Detroit Pistons,8.5
2025-11-10,Luka Doncic,Los Angeles Lakers @ Charlotte Hornets,34.5
2025-11-10,Austin Reaves,Los Angeles Lakers @ Charlotte Hornets,24.5
2025-11-10,Miles Bridges,Los Angeles Lakers @ Charlotte Hornets,23.5
2025-11-10,Collin Sexton,Los Angeles Lakers @ Charlotte Hornets,19.5
2025-11-10,Kon Knueppel,Los Angeles Lakers @ Charlotte Hornets,16.5
2025-11-10,Deandre Ayton,Los Angeles Lakers @ Charlotte Hornets,15.5
2025-11-10,Rui Hachimura,Los Angeles Lakers @ Charlotte Hornets,13.5
2025-11-10,Ryan Kalkbrenner,Los Angeles Lakers @ Charlotte Hornets,9.5
2025-11-10,Marcus Smart,Los Angeles Lakers @ Charlotte Hornets,8.5
2025-11-10,Sion James,Los Angeles Lakers @ Charlotte Hornets,8.5
2025-11-10,Paolo Banchero,Portland Trail Blazers @ Orlando Magic,23.5
2025-11-10,Deni Avdija,Portland Trail Blazers @ Orlando Magic,22.5
2025-11-10,Franz Wagner,Portland Trail Blazers @ Orlando Magic,22.5
2025-11-10,Shaedon Sharpe,Portland Trail Blazers @ Orlando Magic,18.5
2025-11-10,Desmond Bane,Portland Trail Blazers @ Orlando Magic,17.5
2025-11-10,Jerami Grant,Portland Trail Blazers @ Orlando Magic,17.5
2025-11-10,Jrue Holiday,Portland Trail Blazers @ Orlando Magic,15.5
2025-11-10,Toumani Camara,Portland Trail Blazers @ Orlando Magic,12.5
2025-11-10,Wendell Carter Jr,Portland Trail Blazers @ Orlando Magic,11.5
2025-11-10,Anthony Black,Portland Trail Blazers @ Orlando Magic,11.5
2025-11-10,Tristan da Silva,Portland Trail Blazers @ Orlando Magic,8.5
2025-11-10,Donovan Clingan,Portland Trail Blazers @ Orlando Magic,8.5
2025-11-10,Kris Murray,Portland Trail Blazers @ Orlando Magic,5.5
2025-11-10,Donovan Mitchell,Cleveland Cavaliers @ Miami Heat,25.5
2025-11-10,Norman Powell,Cleveland Cavaliers @ Miami Heat,22.5
2025-11-10,Evan Mobley,Cleveland Cavaliers @ Miami Heat,18.5
2025-11-10,Andrew Wiggins,Cleveland Cavaliers @ Miami Heat,17.5
2025-11-10,Darius Garland,Cleveland Cavaliers @ Miami Heat,17.5
2025-11-10,De'Andre Hunter,Cleveland Cavaliers @ Miami Heat,14.5
2025-11-10,Jaime Jaquez Jr,Cleveland Cavaliers @ Miami Heat,14.5
2025-11-10,Jarrett Allen,Cleveland Cavaliers @ Miami Heat,12.5
2025-11-10,Kel'el Ware,Cleveland Cavaliers @ Miami Heat,11.5
2025-11-10,Nikola Jovic,Cleveland Cavaliers @ Miami Heat,11.5
2025-11-10,Pelle Larsson,Cleveland Cavaliers @ Miami Heat,10.5
2025-11-10,Jaylon Tyson,Cleveland Cavaliers @ Miami Heat,9.5
2025-11-10,Davion Mitchell,Cleveland Cavaliers @ Miami Heat,9.5
2025-11-10,Sam Merrill,Cleveland Cavaliers @ Miami Heat,9.5
2025-11-10,Lonzo Ball,Cleveland Cavaliers @ Miami Heat,7.5
2025-11-10,Victor Wembanyama,San Antonio Spurs @ Chicago Bulls,26.5
2025-11-10,Josh Giddey,San Antonio Spurs @ Chicago Bulls,21.5
2025-11-10,De'Aaron Fox,San Antonio Spurs @ Chicago Bulls,20.5
2025-11-10,Nikola Vucevic,San Antonio Spurs @ Chicago Bulls,18.5
2025-11-10,Stephon Castle,San Antonio Spurs @ Chicago Bulls,16.5
2025-11-10,Matas Buzelis,San Antonio Spurs @ Chicago Bulls,15.5
2025-11-10,Devin Vassell,San Antonio Spurs @ Chicago Bulls,14.5
2025-11-10,Tre Jones,San Antonio Spurs @ Chicago Bulls,12.5
2025-11-10,Ayo Dosunmu,San Antonio Spurs @ Chicago Bulls,10.5
2025-11-10,Keldon Johnson,San Antonio Spurs @ Chicago Bulls,10.5
2025-11-10,Harrison Barnes,San Antonio Spurs @ Chicago Bulls,10.5
2025-11-10,Jalen Smith,San Antonio Spurs @ Chicago Bulls,9.5
2025-11-10,Patrick Williams,San Antonio Spurs @ Chicago Bulls,8.5
2025-11-10,Isaac Okoro,San Antonio Spurs @ Chicago Bulls,8.5
2025-11-10,Jeremy Sochan,San Antonio Spurs @ Chicago Bulls,7.5
2025-11-10,Giannis Antetokounmpo,Milwaukee Bucks @ Dallas Mavericks,31.5
2025-11-10,Anthony Davis,Milwaukee Bucks @ Dallas Mavericks,22.5
2025-11-10,Ryan Rollins,Milwaukee Bucks @ Dallas Mavericks,14.5
2025-11-10,Cooper Flagg,Milwaukee Bucks @ Dallas Mavericks,14.5
2025-11-10,P.J. Washington,Milwaukee Bucks @ Dallas Mavericks,14.5
2025-11-10,Myles Turner,Milwaukee Bucks @ Dallas Mavericks,13.5
2025-11-10,Max Christie,Milwaukee Bucks @ Dallas Mavericks,12.5
2025-11-10,Kyle Kuzma,Milwaukee Bucks @ Dallas Mavericks,10.5
2025-11-10,Naji Marshall,Milwaukee Bucks @ Dallas Mavericks,10.5
2025-11-10,Gary Trent Jr,Milwaukee Bucks @ Dallas Mavericks,10.5
2025-11-10,Cole Anthony,Milwaukee Bucks @ Dallas Mavericks,10.5
2025-11-10,D'Angelo Russell,Milwaukee Bucks @ Dallas Mavericks,10.5
2025-11-10,Klay Thompson,Milwaukee Bucks @ Dallas Mavericks,9.5
2025-11-10,Bobby Portis,Milwaukee Bucks @ Dallas Mavericks,8.5
2025-11-10,A.J. Green,Milwaukee Bucks @ Dallas Mavericks,7.5
2025-11-10,Anthony Edwards,Minnesota Timberwolves @ Utah Jazz,27.5
2025-11-10,Lauri Markkanen,Minnesota Timberwolves @ Utah Jazz,24.5
2025-11-10,Julius Randle,Minnesota Timberwolves @ Utah Jazz,21.5
2025-11-10,Keyonte George,Minnesota Timberwolves @ Utah Jazz,21.5
2025-11-10,Jaden McDaniels,Minnesota Timberwolves @ Utah Jazz,14.5
2025-11-10,Donte DiVincenzo,Minnesota Timberwolves @ Utah Jazz,12.5
2025-11-10,Naz Reid,Minnesota Timberwolves @ Utah Jazz,11.5
2025-11-10,Rudy Gobert,Minnesota Timberwolves @ Utah Jazz,11.5
2025-11-10,Isaiah Collier,Minnesota Timberwolves @ Utah Jazz,9.5
2025-11-10,Jusuf Nurkic,Minnesota Timberwolves @ Utah Jazz,9.5
2025-11-10,Kyle Filipowski,Minnesota Timberwolves @ Utah Jazz,8.5
2025-11-10,Svi Mykhailiuk,Minnesota Timberwolves @ Utah Jazz,8.5
2025-11-10,Ace Bailey,Minnesota Timberwolves @ Utah Jazz,7.5
2025-11-10,Mike Conley,Minnesota Timberwolves @ Utah Jazz,5.5
2025-11-10,Devin Booker,New Orleans Pelicans @ Phoenix Suns,29.5
2025-11-10,Trey Murphy III,New Orleans Pelicans @ Phoenix Suns,22.5
2025-11-10,Jeremiah Fears,New Orleans Pelicans @ Phoenix Suns,16.5
2025-11-10,Dillon Brooks,New Orleans Pelicans @ Phoenix Suns,15.5
2025-11-10,Grayson Allen,New Orleans Pelicans @ Phoenix Suns,15.5
2025-11-10,Mark Williams,New Orleans Pelicans @ Phoenix Suns,13.5
2025-11-10,Saddiq Bey,New Orleans Pelicans @ Phoenix Suns,12.5
