threshold,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets
0.025,4885.0,0.5215967246673491,-0.02052709485018997,-100.274858343178,0.9393390628058945,-0.02185270011967095,-125.26459416521617,0.042336704277208946,0.46917340037746186,0.4984331957782565,16.01443193449335,True
0.05,1158.0,0.5,-0.05951714716169984,-68.92085641324842,0.9417746058640111,-0.06319680610531764,-77.67802696497608,0.06538130702569706,0.44471547586609245,0.499167123819109,20.105354058721936,True
0.075,232.0,0.5086206896551724,-0.04088469433871623,-9.485249086582165,0.9453989418723704,-0.04324597006396448,-15.678347721053008,0.08861290608930943,0.4166074250148326,0.5001207741865329,25.525862068965516,True
0.1,35.0,0.5714285714285714,0.07561114539275739,2.6463900887465086,0.9458794148116638,0.07993740450289057,-6.0,0.10959474902216164,0.38874460996000715,0.4983393589821687,28.585714285714285,True
