train_auc,test_auc,train_log_loss,test_log_loss,train_brier,test_brier,train_accuracy_50pct,test_accuracy_50pct,market_test_auc,market_test_log_loss,market_test_brier
0.5398149057235039,0.5294123637791556,0.6902845433953213,0.6918936695848571,0.24857412376013013,0.24937015619723266,0.5290571419310925,0.5288713910761155,0.5324068897590469,0.6917325332753944,0.24929311559299155
