threshold,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets
0.025,5942.0,0.519522046449007,-0.024257843081894485,-144.14010359261704,0.9396355138208452,-0.02581622631870807,-164.79244628497818,0.04566801528687658,0.46344192926879285,0.4987150457705144,15.613934702120497,True
0.05,1869.0,0.5168539325842697,-0.02856463560180226,-53.38730393976842,0.9404996761456457,-0.030371765484136906,-77.75047634864696,0.0673225096507972,0.4390147014162296,0.49849976379605804,18.27207062600321,True
0.075,432.0,0.5092592592592593,-0.042217496021965985,-18.237958281489306,0.942096446372394,-0.04481228666611291,-27.05250455456934,0.09184702233556585,0.4090179221619927,0.49821701933324575,22.49074074074074,True
0.1,95.0,0.5157894736842106,-0.030277163706012838,-2.8763305520712197,0.9453629890521519,-0.03202702459969328,-9.999287931236163,0.11658527662407493,0.38101101232847173,0.4975962889525468,23.773684210526316,True
