train_auc,test_auc,train_log_loss,test_log_loss,train_brier,test_brier,train_accuracy_50pct,test_accuracy_50pct,market_test_auc,market_test_log_loss,market_test_brier
0.5423727384772508,0.5279806067158207,0.689983121590425,0.6922854211895693,0.24842405967539719,0.24956180476440748,0.5319417884808608,0.5242396171066852,0.5324068897590469,0.6917325332753944,0.24929311559299155
