train_auc,test_auc,train_log_loss,test_log_loss,train_brier,test_brier,train_accuracy_50pct,test_accuracy_50pct,market_test_auc,market_test_log_loss,market_test_brier
0.55563517189789,0.5169017315619155,0.687665539962014,0.6953885688203961,0.24727504821443524,0.25109103083150064,0.5426136363636364,0.5143584151217739,0.5354960149443551,0.6915039301363954,0.24917922755026764
