threshold,bet_side,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets
0.025,Under,1338.0,0.5059790732436472,-0.04983228323573761,-66.67559496941692,0.9402381472582209,-0.052999639911495734,-83.03018192223666,0.06919980220677588,0.4289184510257489,0.49811825323252473,16.340059790732436,True
0.025,Over,485.0,0.5051546391752577,-0.05632602397654516,-27.318121628624404,0.9363297876755677,-0.06015618077939625,-36.39035057587141,0.054306228492419055,0.5574374871576343,0.5031312586652152,12.064948453608247,True
0.05,Over,220.0,0.5227272727272727,-0.022779462108581377,-5.011481663887903,0.9371550478602239,-0.02430703666441641,-16.93727540889652,0.07569229677594852,0.5795362979955225,0.503844001219574,12.145454545454545,True
0.05,Under,844.0,0.5165876777251185,-0.031571446803433496,-26.64630110209787,0.9383233451159041,-0.033646660256048205,-36.43503494159013,0.08805628235707046,0.4097260482140533,0.49778233057112375,17.578199052132703,True
0.075,Under,473.0,0.5369978858350951,0.006445164683035545,3.048562895075813,0.9364246203151225,0.006882737321522623,-17.774542556832888,0.10882284123883657,0.38870878118377933,0.49753162242261595,18.872093023255815,True
0.075,Over,86.0,0.5116279069767442,-0.05070464418443417,-4.360599399861338,0.9340840185330263,-0.05428274456945054,-9.202519443621608,0.09912063836230507,0.6053149735363058,0.5061943351740008,11.953488372093023,True
0.1,Under,247.0,0.5141700404858299,-0.034329318173984935,-8.479341588974279,0.9413614369626325,-0.03646773367384885,-21.207799152027274,0.1289552284043975,0.3689087841168999,0.4978640125212974,20.455465587044536,True
0.1,Over,32.0,0.46875,-0.12649001479654776,-4.047680473489528,0.9457103064084522,-0.13375133372176312,-7.780267341046979,0.12639316082894014,0.6318804315048951,0.505487270675955,13.25,True
