threshold,bet_side,n_bets,hit_rate,avg_return_per_bet,total_units,return_vol,per_bet_sharpe,max_drawdown_units,avg_abs_edge,avg_model_prob_over,avg_market_prob_over,avg_points_line,meets_min_bets,diagnostic_type,scoring_role,line_bucket,market_prob_bucket,abs_edge_bucket,minutes_bucket,contact_bucket,matchup_pts_bucket,matchup_contact_bucket
0.05,,198.0,0.4898989898989899,-0.08294218588537322,-16.422552805303898,0.939092517284275,-0.0883216342999202,-24.474858523633255,0.07470480181402062,0.46216016872441334,0.4996984868943944,16.18686868686869,True,matchup_pts,,,,,,,"(-2.716, -0.872]",
0.025,,776.0,0.4896907216494845,-0.08329797296215088,-64.63922701862909,0.9374967971143138,-0.08885147471281861,-71.6403954320559,0.036460680910652465,0.489611942693828,0.49924700488051904,13.65979381443299,True,edge,,,,edge_0_5,,,,
0.1,,49.0,0.4897959183673469,-0.08412242635956907,-4.121998891618884,0.9452234506829625,-0.08899739664603876,-7.541127108806744,0.11921001885403028,0.41508560398064964,0.4966559859099708,20.744897959183675,True,minutes,,,,,starter_minutes,,,
0.05,,161.0,0.4906832298136646,-0.08523238287735488,-13.722413643254136,0.9358870987219368,-0.09107122322099499,-22.558526753208447,0.06935538471961955,0.47528830387575965,0.49953772196525215,12.537267080745341,True,contact,,,,,,"(0.0038900000000000002, 0.0658]",,
0.05,,185.0,0.4864864864864865,-0.08581928525068533,-15.876567771376786,0.9426801048648762,-0.09103754795269246,-18.01733064194726,0.07355975132750364,0.48469105242442573,0.5018135977406859,16.716216216216218,True,matchup_pts,,,,,,,"(1.4, 10.45]",
0.075,,76.0,0.4868421052631579,-0.08725784137745783,-6.631595944686795,0.944200384004558,-0.09241453705767251,-10.30815142516867,0.09573310295953708,0.4502573673433224,0.49941957098903644,16.842105263157894,True,matchup_pts,,,,,,,"(-2.716, -0.872]",
0.025,,459.0,0.4880174291938998,-0.08748941953783067,-40.15764356786428,0.9365293515044862,-0.093418769414203,-44.933661958255996,0.06079434330033739,0.4732749599099641,0.4995866893713685,16.188453159041394,True,edge,,,,edge_5_7_5,,,,
0.05,,459.0,0.4880174291938998,-0.08748941953783067,-40.15764356786428,0.9365293515044862,-0.093418769414203,-44.933661958255996,0.06079434330033739,0.4732749599099641,0.4995866893713685,16.188453159041394,True,edge,,,,edge_5_7_5,,,,
0.025,,738.0,0.4823848238482385,-0.08756536855614164,-64.62324199443253,0.9468117573773563,-0.09248445414186174,-67.12077419038475,0.05614552800391506,0.49830610570056644,0.5145716481475475,15.161246612466124,True,market_prob,,,market_slight_over,,,,,
0.05,,182.0,0.489010989010989,-0.08874152490564427,-16.150957532827256,0.9347795211859558,-0.09493310764131611,-17.636359304807034,0.07478523398183297,0.4663014964226748,0.4992216628813676,16.065934065934066,True,matchup_pts,,,,,,,"(-0.872, 1.4]",
0.1,,49.0,0.4897959183673469,-0.08885322997167949,-4.353808268612295,0.9402451058758782,-0.09450007175406559,-8.492306817344216,0.13122892799710184,0.42715302478138517,0.4987775532216501,24.806122448979593,True,matchup_contact,,,,,,,,"(-4.7010000000000005, -0.95]"
0.1,,35.0,0.4857142857142857,-0.09204424681755675,-3.2215486386144865,0.9488062547738781,-0.09701058182789168,-6.609476117678392,0.12391491924249409,0.43143680892833863,0.4969540683334053,18.84285714285714,True,line,,high_line,,,,,,
0.025,,423.0,0.4846335697399527,-0.09455855609686954,-39.998269228975815,0.9356691819309549,-0.1010598167845259,-47.904891257504815,0.05213803100079382,0.48025479790434966,0.5001360436056522,14.317966903073286,True,contact,,,,,,"(0.0658, 0.0987]",,
0.05,,219.0,0.4794520547945205,-0.10391725722534209,-22.75787933234992,0.9369871663196281,-0.110905742320374,-27.24743486190905,0.06864665923833171,0.4771726876557985,0.49986876506579664,12.102739726027398,True,line,,mid_line,,,,,,
0.05,Over,198.0,0.4797979797979798,-0.10587187793110242,-20.96263183035828,0.9342409661594879,-0.11332395149221985,-22.56448660107534,0.07382258433145811,0.5786340179881531,0.5048114336566949,13.818181818181818,True,side,,,,,,,,
0.1,,32.0,0.46875,-0.11318356789537427,-3.6218741726519768,0.9601634302644948,-0.11787948210462021,-7.064992310354818,0.11615728674220571,0.4227797078955066,0.49938037075220343,17.59375,True,role,starter,,,,,,,
0.05,,303.0,0.46864686468646866,-0.1237158465624819,-37.485901508432015,0.9353711102716931,-0.13226391664645995,-45.0233484639487,0.0721977454318177,0.4573315431983182,0.4988737567410818,17.404290429042906,True,role,starter,,,,,,,
0.025,,416.0,0.46634615384615385,-0.12507340646007317,-52.030537087390435,0.9381013102213662,-0.1333261185090545,-55.77219407166129,0.052850325187362844,0.4911600246644431,0.5005607455697687,14.88701923076923,True,matchup_pts,,,,,,,"(1.4, 10.45]",
0.025,,466.0,0.463519313304721,-0.13058181072372688,-60.85112379725672,0.9370314377431322,-0.13935691532211236,-69.6074656182993,0.06009069410982263,0.4621155751280052,0.4987524241063168,17.989270386266096,True,line,,high_line,,,,,,
0.025,,414.0,0.463768115942029,-0.13324540463481002,-55.16359751881134,0.9340655377539956,-0.14265102313399214,-58.7086934783119,0.05319620174674587,0.4795910389198065,0.4990361075306406,13.85024154589372,True,matchup_contact,,,,,,,,"(-0.09, 0.65]"
0.025,,576.0,0.4600694444444444,-0.1387457041187086,-79.91752557237615,0.9346130186901839,-0.148452569506419,-86.68429029907757,0.05534835225354352,0.4721874006056059,0.4999255893257561,16.70486111111111,True,role,starter,,,,,,,
0.075,,72.0,0.4305555555555556,-0.19283512001195818,-13.88412864086099,0.9355886047751443,-0.2061110182699408,-16.058874563543586,0.09541307009539571,0.4521885599446911,0.5006331301181038,17.555555555555557,True,matchup_contact,,,,,,,,"(-0.09, 0.65]"
0.05,,182.0,0.4065934065934066,-0.24009635372098834,-43.697536377219876,0.9213184248309444,-0.2606008381576048,-45.605609204568694,0.07431507723533712,0.4667612360432634,0.5005943962010593,15.697802197802197,True,matchup_contact,,,,,,,,"(-0.09, 0.65]"
