train_auc,test_auc,train_log_loss,test_log_loss,train_brier,test_brier,train_accuracy_50pct,test_accuracy_50pct,market_test_auc,market_test_log_loss,market_test_brier
0.5621193679345718,0.5172907753282822,0.6861477838794798,0.697758343064711,0.24653029970928167,0.25221082842859704,0.5472488038277512,0.5121773900399854,0.5354960149443551,0.6915039301363954,0.24917922755026764
